pkoakwood,color
3175,White
3176,White
3177,White
3178,White
3179,African American
3180,White
3181,African American
3182,African American
3183,White
3184,White
3185,White
3186,White
3187,African American
3188,White
3189,White
3190,White
3191,African American
3192,White
3193,White
3194,African American
3195,African American
3196,White
3197,White
3198,African American
3199,African American
3200,African American
3201,White
3202,African American
3203,White
3204,White
3205,White
3206,White
3207,White
3208,African American
3209,African American
3210,White
3211,Mexican
3212,African American
3213,White
3214,White
3215,
3216,African American
3217,White
3218,African American
3219,White
3220,White
3221,African American
3222,African American
3223,White
3224,White
3225,African American
3226,African American
3227,White
3228,
3229,White
3230,African American
3231,African American
3232,White
3233,White
3234,White
3235,African American
3236,White
3237,White
3238,White
3239,Mexican
3240,White
3241,White
3242,White
3243,African American
3244,White
3245,White
3246,White
3247,White
3248,White
3249,White
3250,African American
3251,White
3252,African American
3253,White
3254,White
3255,African American
3256,African American
3257,White
3258,White
3259,White
3260,White
3261,African American
3262,White
3263,White
3264,White
3265,White
3266,African American
3267,White
3268,White
3269,White
3270,African American
3271,White
3272,White
3273,White
3274,African American
3275,White
3276,White
3277,Mexican
3278,African American
3279,African American
3280,African American
3281,White
3282,White
3283,White
3284,White
3285,African American
3286,White
3287,White
3288,White
3289,African American
3290,White
3291,White
3292,White
3293,White
3294,White
3295,White
3296,African American
3297,White
3298,African American
3299,White
3300,African American
3301,White
3302,African American
3303,White
3304,White
3305,African American
3306,African American
3307,White
3308,White
3309,African American
3310,White
3311,African American
3312,African American
3313,White
3314,African American
3315,White
3316,African American
3317,White
3318,White
3319,White
3320,African American
3321,Mexican
3322,White
3323,African American
3324,African American
3325,African American
3326,White
3327,White
3328,White
3329,African American
3330,White
3331,White
3332,White
3333,White
3334,White
3335,White
3336,African American
3337,White
3338,African American
3339,African American
3340,African American
3341,White
3342,White
3343,White
3344,African American
3345,White
3346,White
3347,African American
3348,African American
3349,White
3350,African American
3351,White
3352,African American
3353,White
3354,White
3355,White
3356,White
3357,White
3358,African American
3359,White
3360,White
3361,White
3362,White
3363,White
3364,African American
3365,White
3366,White
3367,White
3368,White
3369,White
3370,White
3371,White
3372,White
3373,White
3374,White
3375,White
3376,White
3377,White
3378,White
3379,African American
3380,White
3381,White
3382,African American
3383,White
3384,White
3385,White
3386,African American
3387,African American
3388,White
3389,White
3390,African American
3391,White
3392,Mexican
3393,White
3394,African American
3395,White
3396,Mexican
3397,White
3398,White
3399,African American
3400,African American
3401,White
3402,White
3403,White
3404,White
3405,African American
3406,White
3407,
3408,White
3409,African American
3410,Mexican
3411,White
3412,African American
3413,African American
3414,White
3415,White
3416,White
3417,African American
3418,White
3419,White
3420,African American
3421,White
3422,White
3423,White
3424,White
3425,White
3426,White
3427,African American
3428,White
3429,White
3430,White
3431,African American
3432,African American
3433,African American
3434,White
3435,African American
3436,Mexican
3437,White
3438,African American
3439,White
3440,White
3441,White
3442,White
3443,African American
3444,African American
3445,African American
3446,White
3447,White
3448,White
3449,White
3450,White
3451,White
3452,White
3453,African American
3454,White
3455,White
3456,African American
3457,African American
3458,White
3459,White
3460,White
3461,White
3462,White
3463,White
3464,African American
3465,African American
3466,White
3467,White
3468,African American
3469,African American
3470,African American
3471,White
3472,African American
3473,African American
3474,White
3475,White
3476,White
3477,African American
3478,Mexican
3479,African American
3480,African American
3481,White
3482,White
3483,White
3484,African American
3485,White
3486,White
3487,White
3488,African American
3489,White
3490,White
3491,White
3492,White
3493,African American
3494,African American
3495,African American
3496,White
3497,White
3498,White
3499,African American
3500,White
3501,African American
3502,African American
3503,African American
3504,African American
3505,White
3506,White
3507,White
3508,White
3509,African American
3510,White
3511,White
3512,African American
3513,White
3514,White
3515,White
3516,White
3517,African American
3518,African American
3519,White
3520,White
3521,White
3522,White
3523,White
3524,White
3525,White
3526,African American
3527,African American
3528,African American
3529,White
3530,African American
3531,African American
3532,White
3533,White
3534,White
3535,White
3536,African American
3537,White
3538,African American
3539,White
3540,White
3541,White
3542,White
3543,African American
3544,African American
3545,African American
3546,White
3547,African American
3548,White
3549,White
3550,White
3551,White
3552,White
3553,African American
3554,White
3555,African American
3556,White
3557,White
3558,African American
3559,African American
3560,African American
3561,White
3562,White
3563,African American
3564,White
3565,African American
3566,White
3567,White
3568,African American
3569,White
3570,African American
3571,White
3572,African American
3573,African American
3574,White
3575,White
3576,African American
3577,White
3578,White
3579,White
3580,White
3581,African American
3582,White
3583,White
3584,White
3585,White
3586,White
3587,White
3588,White
3589,White
3590,White
3591,White
3592,White
3593,African American
3594,White
3595,White
3596,African American
3597,African American
3598,White
3599,African American
3600,White
3601,White
3602,White
3603,White
3604,White
3605,African American
3606,White
3607,White
3608,White
3609,African American
3610,White
3611,White
3612,White
3613,White
3614,White
3615,Mexican
3616,Mexican
3617,White
3618,White
3619,White
3620,White
3621,White
3622,African American
3623,African American
3624,White
3625,African American
3626,White
3627,White
3628,African American
3629,African American
3630,African American
3631,African American
3632,African American
3633,White
3634,White
3635,White
3636,African American
3637,White
3638,White
3639,African American
3640,White
3641,White
3642,African American
3643,White
3644,African American
3645,White
3646,African American
3647,White
3648,African American
3649,White
3650,African American
3651,White
3652,White
3653,African American
3654,White
3655,White
3656,African American
3657,White
3658,African American
3659,African American
3660,Mexican
3661,White
3662,African American
3663,White
3664,African American
3665,White
3666,White
3667,White
3668,African American
3669,White
3670,African American
3671,African American
3672,White
3673,African American
3674,White
3675,White
3676,White
3677,White
3678,White
3679,White
3680,White
3681,African American
3682,African American
3683,White
3684,White
3685,African American
3686,White
3687,White
3688,African American
3689,White
3690,White
3691,African American
3692,African American
3693,White
3694,White
3695,White
3696,White
3697,White
3698,White
3699,White
3700,White
3701,White
3702,White
3703,White
3704,White
3705,Mexican
3706,White
3707,White
3708,White
3709,African American
3710,White
3711,White
3712,White
3713,African American
3714,Mexican
3715,African American
3716,Mexican
3717,Mexican
3718,White
3719,White
3720,White
3721,White
3722,White
3723,African American
3724,White
3725,White
3726,White
3727,White
3728,White
3729,White
3730,Mexican
3731,African American
3732,White
3733,White
3734,African American
3735,White
3736,African American
3737,Mexican
3738,White
3739,African American
3740,African American
3741,African American
3742,African American
3743,Mexican
3744,White
3745,African American
3746,White
3747,White
3748,White
3749,African American
3750,White
3751,White
3752,White
3753,White
3754,African American
3755,White
3756,White
3757,White
3758,African American
3759,White
3760,White
3761,White
3762,White
3763,Mexican
3764,White
3765,African American
3766,
3767,African American
3768,African American
3769,White
3770,White
3771,White
3772,White
3773,White
3774,African American
3775,White
3776,White
3777,African American
3778,White
3779,African American
3780,White
3781,White
3782,Mexican
3783,White
3784,White
3785,Mexican
3786,White
3787,
3788,White
3789,
3790,African American
3791,African American
3792,White
3793,White
3794,w
3795,African American
3796,White
3797,
3798,White
3799,Mexican
3800,African American
3801,White
3802,White
3803,White
3804,African American
3805,White
3806,White
3807,White
3808,African American
3809,
3810,White
3811,White
3812,White
3813,African American
3814,
3815,African American
3816,White
3817,African American
3818,African American
3819,White
3820,White
3821,White
3822,White
3823,
3824,White
3825,White
3826,White
3827,White
3828,White
3829,White
3830,White
3831,White
3832,White
3833,White
3834,African American
3835,
3836,African American
3837,White
3838,White
3839,
3840,
3841,White
3842,African American
3843,African American
3844,
3845,White
3846,White
3847,White
3848,White
3849,African American
3850,African American
3851,White
3852,White
3853,White
3854,White
3855,
3856,White
3857,African American
3858,African American
3859,African American
3860,African American
3861,African American
3862,White
3863,White
3864,White
3865,White
3866,African American
3867,White
3868,African American
3869,
3870,White
3871,African American
3872,White
3873,White
3874,White
3875,White
3876,White
3877,
3878,White
3879,African American
3880,White
3881,White
3882,African American
3883,African American
3884,African American
3885,African American
3886,White
3887,African American
3888,African American
3889,White
3890,White
3891,White
3892,White
3893,African American
3894,White
3895,White
3896,White
3897,White
3898,African American
3899,African American
3900,White
3901,White
3902,White
3903,White
3904,White
3905,African American
3906,African American
3907,White
3908,White
3909,White
3910,White
3911,White
3912,White
3913,African American
3914,Mexican
3915,White
3916,African American
3917,African American
3918,White
3919,African American
3920,White
3921,White
3922,African American
3923,White
3924,White
3925,African American
3926,White
3927,African American
3928,White
3929,African American
3930,African American
3931,White
3932,White
3933,White
3934,White
3935,White
3936,African American
3937,African American
3938,White
3939,African American
3940,White
3941,African American
3942,White
3943,African American
3944,White
3945,African American
3946,African American
3947,African American
3948,White
3949,White
3950,White
3951,White
3952,African American
3953,White
3954,Mexican
3955,White
3956,
3957,White
3958,White
3959,White
3960,White
3961,White
3962,White
3963,African American
3964,White
3965,African American
3966,White
3967,
3968,White
3969,African American
3970,White
3971,African American
3972,White
3973,White
3974,Mexican
3975,African American
3976,African American
3977,White
3978,White
3979,African American
3980,White
3981,White
3982,White
3983,African American
3984,White
3985,White
3986,White
3987,White
3988,White
3989,White
3990,White
3991,White
3992,White
3993,African American
3994,White
3995,White
3996,White
3997,White
3998,African American
3999,White
4000,African American
4001,White
4002,White
4003,White
4004,African American
4005,White
4006,White
4007,African American
4008,White
4009,White
4010,White
4011,White
4012,White
4013,
4014,White
4015,White
4016,African American
4017,African American
4018,African American
4019,White
4020,White
4021,African American
4022,White
4023,White
4024,White
4025,White
4026,African American
4027,White
4028,White
4029,White
4030,White
4031,African American
4032,White
4033,African American
4034,White
4035,African American
4036,African American
4037,African American
4038,White
4039,White
4040,White
4041,White
4042,White
4043,African American
4044,White
4045,White
4046,White
4047,African American
4048,White
4049,White
4050,White
4051,White
4052,White
4053,White
4054,African American
4055,White
4056,White
4057,White
4058,African American
4059,African American
4060,White
4061,White
4062,White
4063,White
4064,White
4065,White
4066,White
4067,White
4068,African American
4069,White
4070,White
4071,African American
4072,African American
4073,African American
4074,African American
4075,White
4076,African American
4077,African American
4078,African American
4079,White
4080,White
4081,African American
4082,African American
4083,White
4084,African American
4085,African American
4086,African American
4087,White
4088,African American
4089,African American
4090,White
4091,Mexican
4092,African American
4093,White
4094,African American
4095,White
4096,White
4097,Mexican
4098,African American
4099,African American
4100,White
4101,White
4102,White
4103,White
4104,White
4105,White
4106,African American
4107,Mexican
4108,White
4109,White
4110,White
4111,White
4112,White
4113,White
4114,White
4115,White
4116,African American
4117,African American
4118,White
4119,White
4120,African American
4121,White
4122,White
4123,White
4124,African American
4125,White
4126,White
4127,White
4128,White
4129,African American
4130,African American
4131,White
4132,White
4133,African American
4134,White
4135,White
4136,White
4137,White
4138,White
4139,White
4140,White
4141,White
4142,African American
4143,White
4144,White
4145,White
4146,White
4147,African American
4148,White
4149,
4150,
4151,White
4152,White
4153,
4154,White
4155,White
4156,White
4157,White
4158,African American
4159,African American
4160,African American
4161,White
4162,White
4163,White
4164,African American
4165,White
4166,White
4167,White
4168,African American
4169,African American
4170,African American
4171,White
4172,African American
4173,White
4174,White
4175,White
4176,
4177,African American
4178,African American
4179,African American
4180,African American
4181,White
4182,
4183,White
4184,African American
4185,White
4186,Native American
4187,African American
4188,White
4189,White
4190,White
4191,White
4192,White
4193,White
4194,White
4195,White
4196,White
4197,White
4198,White
4199,White
4200,White
4201,White
4202,African American
4203,African American
4204,African American
4205,Mexican
4206,White
4207,White
4208,White
4209,White
4210,African American
4211,African American
4212,White
4213,African American
4214,White
4215,White
4216,White
4217,White
4218,African American
4219,White
4220,African American
4221,African American
4222,White
4223,African American
4224,White
4225,African American
4226,African American
4227,African American
4228,White
4229,African American
4230,White
4231,African American
4232,White
4233,White
4234,
4235,White
4236,African American
4237,White
4238,African American
4239,African American
4240,White
4241,White
4242,African American
4243,White
4244,White
4245,African American
4246,White
4247,White
4248,White
4249,White
4250,African American
4251,White
4252,White
4253,White
4254,African American
4255,White
4256,African American
4257,White
4258,
4259,White
4260,
4261,White
4262,African American
4263,White
4264,African American
4265,White
4266,White
4267,White
4268,White
4269,White
4270,African American
4271,White
4272,African American
4273,African American
4274,African American
4275,White
4276,White
4277,White
4278,African American
4279,White
4280,Mexican
4281,White
4282,White
4283,White
4284,White
4285,White
4286,Mexican
4287,African American
4288,White
4289,African American
4290,White
4291,White
4292,White
4293,White
4294,African American
4295,White
4296,White
4297,White
4298,White
4299,African American
4300,White
4301,White
4302,White
4303,White
4304,African American
4305,White
4306,White
4307,White
4308,White
4309,African American
4310,African American
4311,Mexican
4312,White
4313,White
4314,African American
4315,White
4316,White
4317,White
4318,White
4319,African American
4320,White
4321,African American
4322,White
4323,White
4324,African American
4325,White
4326,White
4327,White
4328,African American
4329,African American
4330,African American
4331,African American
4332,African American
4333,African American
4334,African American
4335,White
4336,White
4337,Mexican
4338,White
4339,White
4340,White
4341,White
4342,African American
4343,African American
4344,White
4345,White
4346,African American
4347,White
4348,Mexican
4349,White
4350,White
4351,White
4352,Mexican
4353,White
4354,African American
4355,White
4356,White
4357,White
4358,White
4359,White
4360,White
4361,African American
4362,African American
4363,White
4364,White
4365,African American
4366,White
4367,White
4368,African American
4369,African American
4370,African American
4371,White
4372,African American
4373,African American
4374,African American
4375,White
4376,African American
4377,White
4378,White
4379,White
4380,White
4381,White
4382,African American
4383,White
4384,White
4385,White
4386,White
4387,White
4388,African American
4389,White
4390,White
4391,White
4392,White
4393,White
4394,White
4395,African American
4396,White
4397,African American
4398,African American
4399,White
4400,White
4401,White
4402,White
4403,White
4404,African American
4405,White
4406,African American
4407,White
4408,White
4409,African American
4410,White
4411,African American
4412,White
4413,African American
4414,White
4415,African American
4416,White
4417,African American
4418,African American
4419,African American
4420,African American
4421,African American
4422,White
4423,White
4424,African American
4425,White
4426,White
4427,African American
4428,African American
4429,White
4430,African American
4431,African American
4432,White
4433,White
4434,African American
4435,White
4436,White
4437,African American
4438,White
4439,White
4440,White
4441,White
4442,
4443,African American
4444,
4445,African American
4446,African American
4447,White
4448,White
4449,White
4450,African American
4451,African American
4452,African American
4453,White
4454,African American
4455,African American
4456,African American
4457,African American
4458,African American
4459,White
4460,White
4461,African American
4462,White
4463,White
4464,White
4465,White
4466,White
4467,White
4468,African American
4469,African American
4470,African American
4471,African American
4472,White
4473,White
4474,White
4475,White
4476,Mexican
4477,African American
4478,White
4479,Mexican
4480,African American
4481,White
4482,White
4483,White
4484,African American
4485,African American
4486,African American
4487,White
4488,White
4489,White
4490,White
4491,White
4492,African American
4493,African American
4494,White
4495,White
4496,White
4497,White
4498,African American
4499,African American
4500,White
4501,White
4502,African American
4503,Mexican
4504,African American
4505,White
4506,White
4507,White
4508,White
4509,White
4510,White
4511,White
4512,White
4513,White
4514,White
4515,White
4516,White
4517,White
4518,White
4519,White
4520,White
4521,African American
4522,White
4523,African American
4524,African American
4525,White
4526,African American
4527,/
4528,White
4529,White
4530,White
4531,White
4532,African American
4533,White
4534,African American
4535,White
4536,African American
4537,White
4538,African American
4539,African American
4540,African American
4541,Mexican
4542,White
4543,African American
4544,African American
4545,White
4546,African American
4547,African American
4548,White
4549,White
4550,African American
4551,African American
4552,Mexican
4553,White
4554,White
4555,African American
4556,White
4557,White
4558,African American
4559,White
4560,African American
4561,White
4562,White
4563,African American
4564,African American
4565,White
4566,African American
4567,White
4568,White
4569,White
4570,White
4571,White
4572,White
4573,White
4574,African American
4575,White
4576,African American
4577,White
4578,Mexican
4579,White
4580,White
4581,White
4582,African American
4583,African American
4584,White
4585,African American
4586,White
4587,White
4588,African American
4589,White
4590,White
4591,White
4592,White
4593,White
4594,White
4595,White
4596,White
4597,White
4598,White
4599,African American
4600,African American
4601,African American
4602,White
4603,White
4604,African American
4605,White
4606,African American
4607,African American
4608,White
4609,White
4610,African American
4611,White
4612,White
4613,White
4614,White
4615,African American
4616,African American
4617,White
4618,White
4619,African American
4620,African American
4621,White
4622,White
4623,White
4624,White
4625,White
4626,White
4627,African American
4628,African American
4629,White
4630,White
4631,African American
4632,White
4633,White
4634,White
4635,White
4636,African American
4637,African American
4638,White
4639,African American
4640,White
4641,White
4642,White
4643,African American
4644,White
4645,African American
4646,White
4647,White
4648,White
4649,White
4650,White
4651,African American
4652,White
4653,African American
4654,African American
4655,Mexican
4656,African American
4657,White
4658,African American
4659,African American
4660,White
4661,White
4662,White
4663,African American
4664,White
4665,White
4666,White
4667,White
4668,White
4669,White
4670,African American
4671,African American
4672,White
4673,White
4674,White
4675,White
4676,African American
4677,White
4678,White
4679,White
4680,White
4681,
4682,African American
4683,White
4684,White
4685,White
4686,White
4687,White
4688,African American
4689,White
4690,White
4691,African American
4692,Mexican
4693,White
4694,African American
4695,White
4696,White
4697,African American
4698,
4699,White
4700,White
4701,White
4702,African American
4703,White
4704,White
4705,White
4706,White
4707,White
4708,White
4709,White
4710,White
4711,African American
4712,African American
4713,White
4714,White
4715,White
4716,Mexican
4717,White
4718,African American
4719,White
4720,African American
4721,African American
4722,African American
4723,White
4724,African American
4725,African American
4726,African American
4727,Mexican
4728,African American
4729,White
4730,White
4731,African American
4732,White
4733,White
4734,White
4735,White
4736,White
4737,White
4738,White
4739,White
4740,White
4741,White
4742,White
4743,African American
4744,African American
4745,African American
4746,African American
4747,African American
4748,African American
4749,African American
4750,White
4751,White
4752,White
4753,White
4754,White
4755,White
4756,White
4757,White
4758,White
4759,White
4760,African American
4761,White
4762,White
4763,White
4764,White
4765,African American
4766,White
4767,African American
4768,African American
4769,White
4770,African American
4771,White
4772,White
4773,Mexican
4774,White
4775,White
4776,White
4777,African American
4778,African American
4779,White
4780,African American
4781,White
4782,White
4783,White
4784,White
4785,African American
4786,White
4787,African American
4788,White
4789,African American
4790,White
4791,African American
4792,African American
4793,African American
4794,African American
4795,White
4796,African American
4797,African American
4798,White
4799,White
4800,White
4801,White
4802,African American
4803,African American
4804,African American
4805,White
4806,White
4807,White
4808,White
4809,White
4810,White
4811,White
4812,African American
4813,African American
4814,African American
4815,White
4816,African American
4817,White
4818,White
4819,White
4820,White
4821,White
4822,White
4823,White
4824,White
4825,White
4826,White
4827,White
4828,African American
4829,African American
4830,White
4831,White
4832,White
4833,White
4834,African American
4835,African American
4836,White
4837,White
4838,African American
4839,African American
4840,White
4841,White
4842,White
4843,African American
4844,White
4845,White
4846,White
4847,African American
4848,White
4849,White
4850,White
4851,White
4852,White
4853,African American
4854,White
4855,African American
4856,White
4857,White
4858,White
4859,White
4860,African American
4861,White
4862,African American
4863,White
4864,White
4865,White
4866,White
4867,African American
4868,Mexican
4869,African American
4870,African American
4871,Mexican
4872,White
4873,White
4874,African American
4875,White
4876,White
4877,White
4878,White
4879,White
4880,White
4881,African American
4882,White
4883,White
4884,White
4885,White
4886,White
4887,White
4888,White
4889,White
4890,White
4891,White
4892,White
4893,White
4894,White
4895,White
4896,White
4897,Mexican
4898,White
4899,White
4900,White
4901,White
4902,African American
4903,African American
4904,White
4905,White
4906,African American
4907,African American
4908,White
4909,White
4910,White
4911,White
4912,White
4913,African American
4914,White
4915,African American
4916,African American
4917,White
4918,White
4919,White
4920,White
4921,African American
4922,White
4923,African American
4924,White
4925,African American
4926,White
4927,White
4928,African American
4929,White
4930,White
4931,White
4932,White
4933,White
4934,White
4935,White
4936,African American
4937,African American
4938,White
4939,African American
4940,White
4941,White
4942,White
4943,White
4944,African American
4945,African American
4946,White
4947,African American
4948,African American
4949,
4950,African American
4951,African American
4952,White
4953,White
4954,African American
4955,African American
4956,African American
4957,White
4958,White
4959,White
4960,White
4961,White
4962,African American
4963,African American
4964,
4965,African American
4966,White
4967,White
4968,African American
4969,White
4970,White
4971,African American
4972,White
4973,African American
4974,White
4975,African American
4976,White
4977,
4978,
4979,African American
4980,African American
4981,White
4982,Mexican
4983,African American
4984,African American
4985,White
4986,African American
4987,African American
4988,Mexican
4989,White
4990,African American
4991,White
4992,African American
4993,White
4994,White
4995,White
4996,
4997,White
4998,White
4999,African American
5000,Mexican
5001,White
5002,White
5003,White
5004,White
5005,African American
5006,White
5007,White
5008,White
5009,African American
5010,African American
5011,White
5012,African American
5013,White
5014,
5015,White
5016,African American
5017,White
5018,White
5019,White
5020,African American
5021,African American
5022,White
5023,
5024,White
5025,White
5026,African American
5027,African American
5028,White
5029,White
5030,African American
5031,African American
5032,African American
5033,B
5034,African American
5035,African American
5036,White
5037,White
5038,White
5039,White
5040,African American
5041,White
5042,African American
5043,White
5044,White
5045,White
5046,African American
5047,African American
5048,White
5049,White
5050,White
5051,White
5052,African American
5053,White
5054,White
5055,White
5056,White
5057,White
5058,African American
5059,African American
5060,
5061,African American
5062,White
5063,White
5064,White
5065,White
5066,White
5067,White
5068,White
5069,White
5070,White
5071,White
5072,White
5073,African American
5074,African American
5075,White
5076,African American
5077,White
5078,White
5079,White
5080,African American
5081,African American
5082,African American
5083,African American
5084,White
5085,White
5086,African American
5087,African American
5088,White
5089,White
5090,White
5091,White
5092,Mexican
5093,
5094,
5095,White
5096,Mexican
5097,African American
5098,White
5099,White
5100,White
5101,African American
5102,White
5103,White
5104,White
5105,White
5106,White
5107,White
5108,African American
5109,White
5110,African American
5111,African American
5112,White
5113,White
5114,White
5115,B
5116,White
5117,African American
5118,White
5119,White
5120,White
5121,Mexican
5122,White
5123,White
5124,African American
5125,White
5126,White
5127,White
5128,African American
5129,White
5130,White
5131,White
5132,White
5133,African American
5134,White
5135,White
5136,African American
5137,White
5138,White
5139,White
5140,
5141,White
5142,White
5143,White
5144,White
5145,African American
5146,White
5147,White
5148,White
5149,White
5150,African American
5151,White
5152,African American
5153,White
5154,White
5155,White
5156,African American
5157,White
5158,White
5159,African American
5160,White
5161,African American
5162,White
5163,White
5164,White
5165,African American
5166,White
5167,White
5168,White
5169,White
5170,White
5171,African American
5172,African American
5173,African American
5174,African American
5175,African American
5176,Mexican
5177,African American
5178,White
5179,
5180,White
5181,White
5182,African American
5183,African American
5184,African American
5185,African American
5186,White
5187,White
5188,African American
5189,White
5190,White
5191,African American
5192,White
5193,African American
5194,White
5195,White
5196,White
5197,White
5198,
5199,White
5200,White
5201,White
5202,White
5203,African American
5204,White
5205,Mexican
5206,White
5207,African American
5208,African American
5209,African American
5210,White
5211,White
5212,White
5213,White
5214,White
5215,White
5216,White
5217,White
5218,African American
5219,White
5220,African American
5221,White
5222,White
5223,African American
5224,White
5225,White
5226,White
5227,African American
5228,White
5229,White
5230,White
5231,White
5232,White
5233,White
5234,White
5235,White
5236,African American
5237,
5238,African American
5239,White
5240,White
5241,African American
5242,White
5243,White
5244,White
5245,White
5246,African American
5247,African American
5248,White
5249,White
5250,African American
5251,African American
5252,White
5253,White
5254,White
5255,White
5256,White
5257,White
5258,White
5259,White
5260,White
5261,White
5262,White
5263,White
5264,White
5265,White
5266,White
5267,White
5268,White
5269,African American
5270,White
5271,White
5272,White
5273,Mexican
5274,White
5275,White
5276,White
5277,White
5278,White
5279,White
5280,White
5281,African American
5282,White
5283,White
5284,White
5285,White
5286,White
5287,White
5288,African American
5289,African American
5290,White
5291,White
5292,White
5293,Mexican
5294,White
5295,African American
5296,White
5297,African American
5298,White
5299,White
5300,African American
5301,African American
5302,White
5303,African American
5304,African American
5305,African American
5306,White
5307,White
5308,White
5309,White
5310,White
5311,White
5312,African American
5313,White
5314,African American
5315,White
5316,White
5317,African American
5318,White
5319,African American
5320,White
5321,White
5322,African American
5323,White
5324,African American
5325,African American
5326,
5327,White
5328,White
5329,White
5330,White
5331,African American
5332,White
5333,White
5334,African American
5335,White
5336,White
5337,White
5338,White
5339,African American
5340,African American
5341,White
5342,Mexican
5343,White
5344,African American
5345,African American
5346,White
5347,White
5348,White
5349,African American
5350,White
5351,White
5352,White
5353,African American
5354,White
5355,White
5356,White
5357,White
5358,African American
5359,African American
5360,White
5361,African American
5362,White
5363,White
5364,African American
5365,African American
5366,White
5367,African American
5368,White
5369,African American
5370,White
5371,Mexican
5372,White
5373,African American
5374,White
5375,White
5376,White
5377,African American
5378,White
5379,White
5380,White
5381,African American
5382,White
5383,White
5384,White
5385,African American
5386,White
5387,African American
5388,African American
5389,African American
5390,White
5391,White
5392,White
5393,White
5394,African American
5395,African American
5396,White
5397,African American
5398,White
5399,African American
5400,White
5401,White
5402,White
5403,White
5404,White
5405,White
5406,White
5407,White
5408,African American
5409,White
5410,White
5411,White
5412,White
5413,African American
5414,White
5415,African American
5416,White
5417,w
5418,White
5419,White
5420,African American
5421,White
5422,White
5423,White
5424,White
5425,White
5426,African American
5427,White
5428,African American
5429,African American
5430,African American
5431,African American
5432,White
5433,African American
5434,White
5435,African American
5436,White
5437,White
5438,White
5439,White
5440,White
5441,African American
5442,White
5443,African American
5444,White
5445,African American
5446,White
5447,African American
5448,White
5449,White
5450,White
5451,White
5452,White
5453,White
5454,White
5455,African American
5456,White
5457,African American
5458,White
5459,White
5460,White
5461,African American
5462,White
5463,African American
5464,White
5465,White
5466,African American
5467,White
5468,White
5469,African American
5470,White
5471,White
5472,White
5473,White
5474,African American
5475,White
5476,White
5477,White
5478,White
5479,African American
5480,African American
5481,African American
5482,White
5483,F
5484,White
5485,White
5486,White
5487,African American
5488,White
5489,African American
5490,White
5491,African American
5492,White
5493,White
5494,African American
5495,African American
5496,White
5497,African American
5498,White
5499,White
5500,African American
5501,White
5502,White
5503,African American
5504,African American
5505,White
5506,White
5507,African American
5508,White
5509,African American
5510,African American
5511,White
5512,White
5513,African American
5514,African American
5515,White
5516,African American
5517,African American
5518,African American
5519,White
5520,African American
5521,White
5522,White
5523,White
5524,White
5525,African American
5526,African American
5527,White
5528,African American
5529,
5530,White
5531,African American
5532,White
5533,White
5534,White
5535,White
5536,White
5537,White
5538,White
5539,White
5540,White
5541,White
5542,African American
5543,African American
5544,White
5545,African American
5546,White
5547,
5548,White
5549,White
5550,White
5551,African American
5552,African American
5553,African American
5554,White
5555,African American
5556,White
5557,White
5558,African American
5559,White
5560,African American
5561,African American
5562,White
5563,White
5564,White
5565,African American
5566,African American
5567,White
5568,White
5569,African American
5570,Mexican
5571,African American
5572,White
5573,African American
5574,White
5575,African American
5576,White
5577,White
5578,African American
5579,White
5580,White
5581,White
5582,White
5583,African American
5584,White
5585,African American
5586,White
5587,White
5588,White
5589,White
5590,African American
5591,White
5592,African American
5593,White
5594,White
5595,
5596,White
5597,African American
5598,White
5599,Mexican
5600,African American
5601,White
5602,White
5603,White
5604,White
5605,White
5606,White
5607,African American
5608,African American
5609,White
5610,White
5611,African American
5612,White
5613,White
5614,White
5615,White
5616,White
5617,White
5618,African American
5619,White
5620,White
5621,White
5622,African American
5623,White
5624,White
5625,White
5626,White
5627,White
5628,White
5629,White
5630,African American
5631,White
5632,African American
5633,White
5634,White
5635,African American
5636,African American
5637,White
5638,White
5639,African American
5640,White
5641,White
5642,White
5643,White
5644,White
5645,White
5646,African American
5647,African American
5648,African American
5649,White
5650,White
5651,African American
5652,White
5653,White
5654,White
5655,White
5656,White
5657,White
5658,White
5659,White
5660,African American
5661,African American
5662,African American
5663,African American
5664,African American
5665,White
5666,White
5667,Mexican
5668,African American
5669,White
5670,White
5671,African American
5672,White
5673,White
5674,African American
5675,Mexican
5676,White
5677,White
5678,
5679,African American
5680,African American
5681,African American
5682,African American
5683,White
5684,White
5685,African American
5686,African American
5687,White
5688,White
5689,African American
5690,White
5691,African American
5692,Mexican
5693,White
5694,White
5695,White
5696,White
5697,Mexican
5698,White
5699,White
5700,White
5701,White
5702,White
5703,African American
5704,White
5705,African American
5706,African American
5707,African American
5708,African American
5709,African American
5710,White
5711,White
5712,African American
5713,African American
5714,White
5715,White
5716,African American
5717,White
5718,White
5719,White
5720,White
5721,White
5722,Mexican
5723,African American
5724,White
5725,White
5726,White
5727,White
5728,African American
5729,White
5730,White
5731,White
5732,White
5733,White
5734,White
5735,White
5736,White
5737,White
5738,White
5739,African American
5740,
5741,Mexican
5742,African American
5743,African American
5744,White
5745,African American
5746,African American
5747,White
5748,Mexican
5749,White
5750,White
5751,White
5752,Mexican
5753,African American
5754,White
5755,African American
5756,Mexican
5757,White
5758,White
5759,African American
5760,White
5761,African American
5762,
5763,White
5764,White
5765,
5766,African American
5767,White
5768,African American
5769,White
5770,Mexican
