pkoakwood,color
11694,Mexican
11695,White
11696,Mexican
11697,White
11698,White
11699,White
11700,White
11701,White
11702,White
11703,Mexican
11704,White
11705,Mexican
11706,White
11707,Mexican
11708,White
11709,Mexican
11710,White
11711,Mexican
11712,African American
11713,White
11714,White
11715,White
11716,Mexican
11717,White
11718,White
11719,Mexican
11720,White
11721,Mexican
11722,White
11723,White
11724,White
11725,White
11726,African American
11727,White
11728,White
11729,White
11730,White
11731,White
11732,Mexican
11733,White
11734,White
11735,White
11736,Mexican
11737,Mexican
11738,Mexican
11739,Mexican
11740,White
11741,African American
11742,White
11743,White
11744,White
11745,White
11746,Mexican
11747,Mexican
11748,White
11749,White
11750,White
11751,White
11752,White
11753,Mexican
11754,White
11755,Mexican
11756,African American
11757,White
11758,White
11759,Mexican
11760,White
11761,Mexican
11762,White
11763,Mexican
11764,Mexican
11765,White
11766,White
11767,Mexican
11768,White
11769,White
11770,White
11771,African American
11772,White
11773,Mexican
11774,White
11775,White
11776,White
11777,White
11778,White
11779,White
11780,White
11781,African American
11782,White
11783,Mexican
11784,Mexican
11785,White
11786,White
11787,White
11788,White
11789,White
11790,White
11791,White
11792,White
11793,White
11794,White
11795,White
11796,African American
11797,Mexican
11798,White
11799,White
11800,White
11801,Mexican
11802,African American
11803,White
11804,White
11805,Mexican
11806,White
11807,White
11808,Mexican
11809,White
11810,White
11811,White
11812,Mexican
11813,White
11814,White
11815,White
11816,White
11817,African American
11818,African American
11819,African American
11820,White
11821,White
11822,White
11823,White
11824,White
11825,White
11826,White
11827,White
11828,White
11829,White
11830,Mexican
11831,White
11832,White
11833,White
11834,African American
11835,White
11836,African American
11837,White
11838,African American
11839,Mexican
11840,White
11841,White
11842,White
11843,White
11844,White
11845,White
11846,White
11847,White
11848,Mexican
11849,African American
11850,White
11851,White
11852,White
11853,White
11854,White
11855,White
11856,White
11857,White
11858,African American
11859,African American
11860,White
11861,White
11862,White
11863,White
11864,White
11865,White
11866,White
11867,White
11868,Mexican
11869,White
11870,White
11871,White
11872,White
11873,White
11874,White
11875,Mexican
11876,White
11877,White
11878,White
11879,White
11880,White
11881,White
11882,White
11883,White
11884,White
11885,Mexican
11886,Mexican
11887,Mexican
11888,Mexican
11889,Mexican
11890,White
11891,White
11892,Mexican
11893,White
11894,White
11895,White
11896,Mexican
11897,White
11898,White
11899,Mexican
11900,White
11901,White
11902,White
11903,White
11904,White
11905,White
11906,White
11907,White
11908,Mexican
11909,White
11910,White
11911,Mexican
11912,White
11913,White
11914,White
11915,White
11916,White
11917,Mexican
11918,White
11919,Mexican
11920,Mexican
11921,White
11922,White
11923,White
11924,White
11925,White
11926,White
11927,White
11928,White
11929,Mexican
11930,White
11931,White
11932,White
11933,White
11934,White
11935,White
11936,African American
11937,White
11938,White
11939,Mexican
11940,African American
11941,White
11942,Mexican
11943,Mexican
11944,White
11945,White
11946,White
11947,Mexican
11948,White
11949,African American
11950,White
11951,Mexican
11952,White
11953,White
11954,African American
11955,White
11956,White
11957,White
11958,White
11959,White
11960,White
11961,White
11962,White
11963,White
11964,African American
11965,White
11966,White
11967,Mexican
11968,White
11969,White
11970,White
11971,White
11972,White
11973,Mexican
11974,White
11975,White
11976,Mexican
11977,White
11978,African American
11979,White
11980,White
11981,White
11982,Mexican
11983,White
11984,Mexican
11985,White
11986,African American
11987,White
11988,White
11989,White
11990,White
11991,w
11992,White
11993,White
11994,Mexican
11995,White
11996,White
11997,m
11998,White
11999,White
12000,White
12001,African American
12002,White
12003,White
12004,White
12005,White
12006,White
12007,White
12008,White
12009,Mexican
12010,White
12011,White
12012,White
12013,Mexican
12014,White
12015,White
12016,White
12017,White
12018,White
12019,White
12020,White
12021,White
12022,Mexican
12023,Mexican
12024,White
12025,White
12026,White
12027,White
12028,White
12029,White
12030,White
12031,Mexican
12032,White
12033,White
12034,White
12035,White
12036,White
12037,Mexican
12038,White
12039,Mexican
12040,White
12041,White
12042,White
12043,White
12044,Mexican
12045,White
12046,White
12047,White
12048,White
12049,Mexican
12050,Mexican
12051,White
12052,White
12053,African American
12054,White
12055,Mexican
12056,White
12057,Mexican
12058,White
12059,White
12060,African American
12061,Mexican
12062,White
12063,White
12064,White
12065,White
12066,White
12067,White
12068,White
12069,White
12070,White
12071,Mexican
12072,White
12073,African American
12074,White
12075,White
12076,Mexican
12077,White
12078,African American
12079,White
12080,White
12081,African American
12082,White
12083,White
12084,White
12085,Mexican
12086,White
12087,Mexican
12088,White
12089,White
12090,White
12091,White
12092,White
12093,White
12094,White
12095,White
12096,White
12097,White
12098,White
12099,Mexican
12100,White
12101,White
12102,White
12103,White
12104,White
12105,White
12106,White
12107,African American
12108,White
12109,White
12110,White
12111,Mexican
12112,White
12113,White
12114,White
12115,White
12116,White
12117,White
12118,White
12119,White
12120,White
12121,Mexican
12122,White
12123,African American
12124,White
12125,White
12126,White
12127,White
12128,White
12129,White
12130,African American
12131,White
12132,White
12133,White
12134,White
12135,White
12136,White
12137,White
12138,White
12139,White
12140,White
12141,White
12142,White
12143,African American
12144,Mexican
12145,White
12146,Mexican
12147,Mexican
12148,White
12149,Mexican
12150,White
12151,White
12152,Mexican
12153,Mexican
12154,Mexican
12155,White
12156,White
12157,Mexican
12158,Mexican
12159,White
12160,White
12161,White
12162,White
12163,White
12164,Mexican
12165,White
12166,Mexican
12167,White
12168,African American
12169,Mexican
12170,White
12171,White
12172,White
12173,White
12174,Mexican
12175,White
12176,White
12177,White
12178,White
12179,White
12180,White
12181,African American
12182,Mexican
12183,White
12184,White
12185,White
12186,Mexican
12187,Mexican
12188,White
12189,White
12190,Mexican
12191,White
12192,White
12193,White
12194,White
12195,White
12196,White
12197,White
12198,Mexican
12199,White
12200,Mexican
12201,White
12202,White
12203,Mexican
12204,White
12205,White
12206,Mexican
12207,White
12208,African American
12209,White
12210,White
12211,White
12212,White
12213,Mexican
12214,Mexican
12215,White
12216,Mexican
12217,White
12218,Mexican
12219,White
12220,White
12221,White
12222,Mexican
12223,White
12224,White
12225,White
12226,Mexican
12227,White
12228,White
12229,White
12230,White
12231,Mexican
12232,White
12233,White
12234,White
12235,African American
12236,African American
12237,White
12238,White
12239,Mexican
12240,Mexican
12241,Mexican
12242,Mexican
12243,White
12244,Mexican
12245,African American
12246,White
12247,White
12248,Mexican
12249,White
12250,White
12251,White
12252,White
12253,Mexican
12254,White
12255,Mexican
12256,White
12257,White
12258,White
12259,White
12260,White
12261,White
12262,White
12263,White
12264,White
12265,Mexican
12266,White
12267,White
12268,White
12269,African American
12270,White
12271,White
12272,White
12273,White
12274,African American
12275,White
12276,African American
12277,African American
12278,African American
12279,African American
12280,African American
12281,White
12282,White
12283,African American
12284,African American
12285,White
12286,White
12287,White
12288,White
12289,Mexican
12290,White
12291,White
12292,White
12293,White
12294,White
12295,White
12296,White
12297,Mexican
12298,Mexican
12299,White
12300,White
12301,White
12302,White
12303,Mexican
12304,White
12305,White
12306,African American
12307,White
12308,African American
12309,White
12310,White
12311,Mexican
12312,Mexican
12313,White
12314,White
12315,White
12316,White
12317,Mexican
12318,White
12319,White
12320,African American
12321,White
12322,Mexican
12323,White
12324,Mexican
12325,White
12326,White
12327,African American
12328,White
12329,White
12330,African American
12331,White
12332,White
12333,Mexican
12334,Mexican
12335,White
12336,White
12337,White
12338,W
12339,African American
12340,African American
12341,White
12342,White
12343,White
12344,White
12345,White
12346,White
12347,White
12348,White
12349,White
12350,White
12351,White
12352,White
12353,White
12354,White
12355,African American
12356,White
12357,Mexican
12358,White
12359,White
12360,White
12361,White
12362,Mexican
12363,White
12364,Mexican
12365,Mexican
12366,White
12367,White
12368,White
12369,White
12370,White
12371,White
12372,White
12373,White
12374,White
12375,White
12376,White
12377,African American
12378,African American
12380,African American
12381,African American
12382,African American
12383,African American
12384,African American
12385,African American
12386,African American
12387,African American
12388,African American
12389,African American
12390,African American
12391,African American
12392,African American
12393,African American
12394,African American
12395,African American
12396,African American
12397,African American
12398,African American
12399,African American
12400,African American
12401,African American
12402,African American
12403,African American
12404,African American
12405,African American
12406,African American
12407,African American
12408,White
12409,White
12410,White
12411,White
12412,Mexican
12413,White
12414,Mexican
12415,White
12416,White
12417,Mexican
12418,White
12419,White
12420,African American
12421,White
12422,White
12423,White
12424,White
12425,E
12426,Mexican
12427,African American
12428,Mexican
12429,White
12430,White
12431,White
12432,White
12433,White
12434,White
12435,White
12436,Mexican
12437,Mexican
12438,White
12439,White
12440,White
12441,White
12442,White
12443,White
12444,White
12445,African American
12446,White
12447,White
12448,White
12449,White
12450,African American
12451,White
12452,Mexican
12453,White
12454,African American
12455,White
12456,Mexican
12457,White
12458,Mexican
12459,White
12460,White
12461,White
12462,White
12463,White
12464,White
12465,Mexican
12466,Mexican
12467,White
12468,White
12469,White
12470,White
12471,Mexican
12472,Mexican
12473,Mexican
12474,White
12475,Mexican
12476,Mexican
12477,Mexican
12478,Mexican
12479,White
12480,Mexican
12481,Mexican
12482,White
12483,Mexican
12484,African American
12485,White
12486,White
12487,Mexican
12488,White
12489,White
12490,Mexican
12491,White
12492,White
12493,White
12494,White
12495,White
12496,White
12497,White
12498,Mexican
12499,White
12500,Mexican
12501,Mexican
12502,Mexican
12503,White
12504,African American
12505,White
12506,White
12507,White
12508,White
12509,White
12510,m
12511,White
12512,Mexican
12513,White
12514,Mexican
12515,White
12516,White
12517,Mexican
12518,White
12519,Mexican
12520,Mexican
12521,Mexican
12522,White
12523,White
12524,White
12525,White
12526,White
12527,White
12528,White
12529,White
12530,White
12531,White
12532,White
12533,White
12534,White
12535,White
12536,White
12537,White
12538,White
12539,White
12540,White
12541,White
12542,White
12543,Mexican
12544,White
12545,White
12546,Mexican
12547,White
12548,White
12549,White
12550,White
12551,White
12552,White
12553,White
12554,White
12555,White
12556,Mexican
12557,White
12558,African American
12559,White
12560,White
12561,Mexican
12562,White
12563,White
12564,White
12565,Mexican
12566,White
12567,White
12568,Mexican
12569,White
12570,White
12571,Mexican
12572,White
12573,Mexican
12574,White
12575,White
12576,White
12577,White
12578,African American
12579,White
12580,White
12581,White
12582,Mexican
12583,Mexican
12584,Mexican
12585,White
12586,White
12587,White
12588,White
12589,White
12590,White
12591,Mexican
12592,White
12593,Mexican
12594,White
12595,Mexican
12596,White
12597,White
12598,White
12599,White
12600,White
12601,Mexican
12602,White
12603,Mexican
12604,White
12605,White
12606,Mexican
12607,White
12608,White
12609,White
12610,White
12611,White
12612,White
12613,Mexican
12614,Mexican
12615,White
12616,African American
12617,White
12618,Mexican
12619,Mexican
12620,White
12621,Mexican
12622,White
12623,White
12624,White
12625,Mexican
12626,African American
12627,White
12628,White
12629,White
12630,White
12631,White
12632,White
12633,White
12634,White
12635,White
12636,White
12637,Mexican
12638,White
12639,White
12640,White
12641,Mexican
12642,White
12643,White
12644,Mexican
12645,Mexican
12646,Mexican
12647,African American
12648,Mexican
12649,Mexican
12650,White
12651,White
12652,Mexican
12653,White
12654,White
12655,White
12656,White
12657,White
12658,White
12659,White
12660,White
12661,African American
12662,White
12663,White
12664,White
12665,Mexican
12666,White
12667,Mexican
12668,White
12669,White
12670,Mexican
12671,African American
12672,White
12673,Mexican
12674,Mexican
12675,White
12676,White
12677,Mexican
12678,White
12679,African American
12680,White
12681,White
12682,White
12683,White
12684,White
12685,Mexican
12686,Mexican
12687,White
12688,White
12689,White
12690,White
12691,African American
12692,Mexican
12693,White
12694,White
12695,White
12696,White
12697,White
12698,White
12699,African American
12700,White
12701,White
12702,White
12703,White
12704,White
12705,Mexican
12706,White
12707,White
12708,African American
12709,White
12710,White
12711,White
12712,Mexican
12713,White
12714,Mexican
12715,White
12716,African American
12717,White
12718,White
12719,White
12720,White
12721,White
12722,White
12723,African American
12724,African American
12725,White
12726,White
12727,White
12728,White
12729,White
12730,White
12731,White
12732,Mexican
12733,Mexican
12734,White
12735,White
12736,White
12737,White
12738,Mexican
12739,Mexican
12740,White
12741,White
12742,White
12743,Mexican
12744,White
12745,White
12746,African American
12747,White
12748,White
12749,White
12750,White
12751,White
12752,White
12753,Mexican
12754,Mexican
12755,White
12756,White
12757,Mexican
12758,White
12759,White
12760,White
12761,White
12762,Mexican
12763,White
12764,White
12765,Mexican
12766,White
12767,Mexican
12768,White
12769,White
12770,White
12771,White
12772,White
12773,White
12774,Mexican
12775,White
12776,Mexican
12777,White
12778,White
12779,White
12780,White
12781,White
12782,White
12783,White
12784,White
12785,Mexican
12786,African American
12787,African American
12788,White
12789,White
12790,White
12791,White
12792,Mexican
12793,White
12794,White
12795,White
12796,White
12797,White
12798,White
12799,African American
12800,White
12801,White
12802,White
12803,White
12804,White
12805,Mexican
12806,White
12807,Mexican
12808,White
12809,White
12810,White
12811,White
12812,White
12813,Mexican
12814,White
12815,White
12816,White
12817,Mexican
12818,White
12819,White
12820,White
12821,White
12822,White
12823,White
12824,White
12825,White
12826,White
12827,Mexican
12828,White
12829,Mexican
12830,White
12831,White
12832,White
12833,White
12834,White
12835,White
12836,White
12837,White
12838,White
12839,White
12840,White
12841,Mexican
12842,Mexican
12843,White
12844,Mexican
12845,White
12846,Mexican
12847,White
12848,White
12849,White
12850,White
12851,Mexican
12852,White
12853,White
12854,White
12855,White
12856,White
12857,White
12858,White
12859,White
12860,White
12861,Mexican
12862,African American
12863,White
12864,White
12865,African American
12866,White
12867,White
12868,Mexican
12869,Mexican
12870,African American
12871,Mexican
12872,Mexican
12873,White
12874,White
12875,White
12876,White
12877,African American
12878,Mexican
12879,Mexican
12880,Mexican
12881,Mexican
12882,White
12883,Mexican
12884,White
12885,Mexican
12886,White
12887,White
12888,White
12889,White
12890,White
12891,Mexican
12892,Mexican
12893,Mexican
12894,White
12895,African American
12896,African American
12897,White
12898,White
12899,White
12900,White
12901,Mexican
12902,White
12903,White
12904,Mexican
12905,White
12906,White
12907,White
12908,African American
12909,African American
12910,African American
12911,African American
12912,White
12913,White
12914,White
12915,White
12916,Mexican
12917,White
12918,White
12919,White
12920,White
12921,White
12922,White
12923,White
12924,White
12925,White
12926,White
12927,White
12928,White
12929,White
12930,Mexican
12931,White
12932,White
12933,White
12934,African American
12935,White
12936,White
12937,Mexican
12938,Mexican
12939,Mexican
12940,White
12941,White
12942,White
12943,Mexican
12944,White
12945,White
12946,White
12947,White
12948,White
12949,Mexican
12950,White
12951,White
12952,White
12953,White
12954,White
12955,White
12956,White
12957,Mexican
12958,White
12959,White
12960,Mexican
12961,Mexican
12962,White
12963,White
12964,White
12965,Mexican
12966,White
12967,Mexican
12968,White
12969,African American
12970,White
12971,White
12972,White
12973,African American
12974,White
12975,Mexican
12976,African American
12977,Mexican
12978,White
12979,White
12980,White
12981,Mexican
12982,White
12983,White
12984,White
12985,White
12986,African American
12987,Mexican
12988,White
12989,Mexican
12990,White
12991,White
12992,White
12993,White
12994,White
12995,White
12996,Mexican
12997,White
12998,African American
12999,White
13000,White
13001,African American
13002,White
13003,White
13004,White
13005,White
13006,African American
13007,White
13008,White
13009,White
13010,Mexican
13011,White
13012,Mexican
13013,White
13014,White
13015,White
13016,White
13017,Mexican
13018,White
13019,White
13020,White
13021,White
13022,Mexican
13023,White
13024,Mexican
13025,White
13026,White
13027,African American
13028,African American
13029,African American
13030,African American
13031,African American
13032,African American
13033,African American
13034,White
13035,White
13036,White
13037,African American
13038,Mexican
13039,White
13040,White
13041,White
13042,White
13043,White
13044,White
13045,White
13046,White
13047,White
13048,White
13049,White
13050,White
13051,White
13052,White
13053,Mexican
13054,White
13055,African American
13056,White
13057,Mexican
13058,White
13059,White
13060,White
13061,Mexican
13062,Mexican
13063,White
13064,White
13065,Mexican
13066,African American
13067,White
13068,White
13069,White
13070,White
13071,Mexican
13072,Mexican
13073,Mexican
13074,White
13075,White
13076,White
13077,Mexican
13078,Mexican
13079,White
13080,Mexican
13081,White
13082,Mexican
13083,White
13084,White
13085,Mexican
13086,White
13087,White
13088,White
13089,White
13090,Mexican
13091,African American
13092,White
13093,White
13094,White
13095,African American
13096,White
13097,White
13098,White
13099,White
13100,White
13101,White
13102,African American
13103,White
13104,White
13105,White
13106,White
13107,White
13108,White
13109,White
13110,White
13111,Mexican
13112,White
13113,White
13114,White
13115,White
13116,White
13117,White
13118,Mexican
13119,White
13120,White
13121,White
13122,African American
13123,African American
13124,White
13125,White
13126,White
13127,White
13128,White
13129,White
13130,White
13131,Mexican
13132,African American
13133,White
13134,White
13135,White
13136,White
13137,White
13138,White
13139,White
13140,Mexican
13141,White
13142,Mexican
13143,Mexican
13144,African American
13145,White
13146,White
13147,White
13148,Mexican
13149,White
13150,Mexican
13151,White
13152,Mexican
13153,African American
13154,White
13155,White
13156,White
13157,White
13158,Mexican
13159,White
13160,White
13161,White
13162,Mexican
13163,White
13164,White
13165,White
13166,White
13167,Mexican
13168,Mexican
13169,White
13170,African American
13171,White
13172,White
13173,White
13174,White
13175,White
13176,Mexican
13177,White
13178,White
13179,White
13180,White
13181,Mexican
13182,White
13183,White
13184,White
13185,White
13186,White
13187,White
13188,Mexican
13189,White
13190,Mexican
13191,White
13192,White
13193,White
13194,White
13195,White
13196,White
13197,White
13198,White
13199,White
13200,White
13201,White
13202,White
13203,White
13204,White
13205,African American
13206,White
13207,White
13208,White
13209,White
13210,White
13211,White
13212,White
13213,White
13214,White
13215,Mexican
13216,White
13217,White
13218,White
13219,African American
13220,White
13221,White
13222,White
13223,Mexican
13224,White
13225,White
13226,Mexican
13227,White
13228,White
13229,African American
13230,White
13231,White
13232,White
13233,White
13234,African American
13235,White
13236,White
13237,White
13238,White
13239,White
13240,White
13241,White
13242,White
13243,White
13244,Mexican
13245,White
13246,White
13247,White
13248,White
13249,White
13250,African American
13251,White
13252,White
13253,Mexican
13254,White
13255,White
13256,White
13257,African American
13258,White
13259,White
13260,White
13261,White
13262,White
13263,White
13264,White
13265,White
13266,White
13267,White
13268,White
13269,White
13270,Mexican
13271,Mexican
13272,White
13273,White
13274,Mexican
13275,White
13276,White
13277,White
13278,White
13279,White
13280,White
13281,White
13282,White
13283,White
13284,White
13285,African American
13286,White
13287,Mexican
13288,White
13289,Mexican
13290,White
13291,White
13292,Mexican
13293,White
13294,Mexican
13295,White
13296,White
13297,Mexican
13298,White
13299,White
13300,White
13301,White
13302,White
13303,White
13304,White
13305,Mexican
13306,White
13307,White
13308,White
13309,White
13310,White
13311,White
13312,African American
13313,White
13314,White
13315,African American
13316,African American
13317,Mexican
13318,White
13319,White
13320,White
13321,White
13322,White
13323,White
13324,White
13325,White
13326,Mexican
13327,White
13328,White
13329,African American
13330,White
13331,White
13332,White
13333,White
13334,White
13335,White
13336,White
13337,White
13338,White
13339,White
13340,White
13341,White
13342,Mexican
13343,White
13344,White
13345,White
13346,African American
13347,White
13348,Mexican
13349,White
13350,Mexican
13351,White
13352,White
13353,White
13354,White
13355,Mexican
13356,White
13357,Mexican
13358,White
13359,White
13360,White
13361,Mexican
13362,Mexican
13363,White
13364,White
13365,White
13366,White
13367,White
13368,Mexican
13369,White
13370,White
13371,White
13372,White
13373,White
13374,White
13375,White
13376,White
13377,White
13378,White
13379,White
13380,African American
13381,African American
13382,African American
13383,White
13384,Mexican
13385,White
13386,White
13387,Mexican
13388,White
13389,White
13390,White
13391,White
13392,Mexican
13393,White
13394,White
13395,White
13396,Mexican
13397,White
13398,White
13399,White
13400,White
13401,White
13402,White
13403,White
13404,White
13405,White
13406,White
13407,African American
13408,White
13409,White
13410,Mexican
13411,White
13412,White
13413,White
13414,White
13415,White
13416,African American
13417,White
13418,White
13419,African American
13420,Mexican
13421,White
13422,White
13423,White
13424,White
13425,White
13426,White
13427,White
13428,White
13429,White
13430,Mexican
13431,White
13432,Mexican
13433,White
13434,White
13435,White
13436,White
13437,White
13438,White
13439,White
13440,White
13441,White
13442,White
13443,White
13444,White
13445,Mexican
13446,White
13447,White
13448,White
13449,Mexican
13450,White
13451,White
13452,White
13453,African American
13454,Mexican
13455,Mexican
13456,White
13457,White
13458,White
13459,White
13460,White
13461,White
13462,White
13463,White
13464,White
13465,Mexican
13466,White
13467,White
13468,White
13469,White
13470,White
13471,White
13472,White
13473,African American
13474,African American
13475,African American
13476,African American
13477,Mexican
13478,Mexican
13479,White
13480,White
13481,White
13482,White
13483,White
13484,White
13485,White
13486,White
13487,White
13488,White
13489,White
13490,Mexican
13491,Mexican
13492,White
13493,African American
13494,White
13495,White
13496,White
13497,White
13498,White
13499,White
13500,White
13501,White
13502,White
13503,African American
13504,White
13505,African American
13506,Mexican
13507,White
13508,White
13509,Mexican
13510,White
13511,Mexican
13512,White
13513,White
13514,White
13515,White
13516,White
13517,African American
13518,White
13519,White
13520,Mexican
13521,Mexican
13522,White
13523,White
13524,White
13525,White
13526,Mexican
13527,Mexican
13528,African American
13529,African American
13530,White
13531,Mexican
13532,White
13533,African American
13534,White
13535,White
13536,White
13537,White
13538,White
13539,White
13540,White
13541,Mexican
13542,White
13543,Mexican
13544,White
13545,White
13546,Mexican
13547,White
13548,White
13549,White
13550,White
13551,White
13552,White
13553,White
13554,White
13555,Mexican
13556,African American
13557,White
13558,Mexican
13559,White
13560,Mexican
13561,White
13562,White
13563,White
13564,White
13565,White
13566,White
13567,White
13568,White
13569,White
13570,White
13571,White
13572,White
13573,White
13574,White
13575,White
13576,Mexican
13577,White
13578,African American
13579,White
13580,White
13581,White
13582,Mexican
13583,White
13584,Mexican
13585,White
13586,White
13587,White
13588,White
13589,White
13590,White
13591,White
13592,White
13593,Mexican
13594,White
13595,Mexican
13596,White
13597,White
13598,White
13599,White
13600,White
13601,African American
13602,White
13603,White
13604,African American
13605,White
13606,African American
13607,White
13608,African American
13609,African American
13610,African American
13611,African American
13612,African American
13613,African American
13614,White
13615,Mexican
13616,White
13617,White
13618,Mexican
13619,White
13620,White
13621,Mexican
13622,White
13623,White
13624,White
13625,White
13626,White
13627,White
13628,White
13629,White
13630,White
13631,White
13632,White
13633,White
13634,White
13635,White
13636,Mexican
13637,Mexican
13638,Mexican
13639,Mexican
13640,White
13641,White
13642,White
13643,Mexican
13644,White
13645,White
13646,White
13647,White
13648,White
13649,White
13650,African American
13651,White
13652,White
13653,White
13654,White
13655,White
13656,White
13657,White
13658,White
13659,White
13660,White
13661,White
13662,White
13663,White
13664,White
13665,Mexican
13666,White
13667,White
13668,White
13669,White
13670,African American
13671,White
13672,Mexican
13673,White
13674,Mexican
13675,Mexican
13676,Mexican
13677,White
13678,White
13679,White
13680,White
13681,Mexican
13682,White
13683,White
13684,White
13685,White
13686,White
13687,White
13688,White
13689,White
13690,Mexican
13691,White
13692,White
13693,White
13694,White
13695,White
13696,White
13697,Mexican
13698,White
13699,White
13700,Mexican
13701,White
13702,White
13703,White
13704,White
13705,White
13706,African American
13707,White
13708,Mexican
13709,Mexican
13710,Mexican
13711,White
13712,White
13713,White
13714,Mexican
13715,White
13716,African American
13717,White
13718,White
13719,White
13720,African American
13721,White
13722,White
13723,Mexican
13724,Mexican
13725,Mexican
13726,White
13727,White
13728,White
13729,White
13730,White
13731,Mexican
13732,White
13733,White
13734,White
13735,White
13736,Mexican
13737,African American
13738,Mexican
13739,Mexican
13740,White
13741,White
13742,White
13743,White
13744,African American
13745,Mexican
13746,White
13747,White
13748,White
13749,White
13750,White
13751,African American
13752,Mexican
13753,White
13754,White
13755,White
13756,White
13757,White
13758,White
13759,White
13760,White
13761,African American
13762,White
13763,White
13764,White
13765,White
13766,White
13767,White
13768,White
13769,White
13770,Mexican
13771,Mexican
13772,White
13773,African American
13774,White
13775,White
13776,White
13777,Mexican
13778,White
13779,Mexican
13780,White
13781,White
13782,White
13783,White
13784,White
13785,Mexican
13786,Mexican
13787,White
13788,White
13789,White
13790,White
13791,White
13792,White
13793,White
13794,White
13795,Mexican
13796,White
13797,White
13798,White
13799,Mexican
13800,Mexican
13801,White
13802,White
13803,Mexican
13804,Mexican
13805,White
13806,White
13807,White
13808,White
13809,White
13810,White
13811,White
13812,White
13813,White
13814,White
13815,White
13816,White
13817,White
13818,Mexican
13819,African American
13820,White
13821,White
13822,White
13823,Mexican
13824,African American
13825,Mexican
13826,White
13827,White
13828,White
13829,White
13830,White
13831,White
13832,White
13833,Mexican
13834,White
13835,White
13836,White
13837,White
13838,White
13839,Mexican
13840,White
13841,White
13842,White
13843,White
13844,White
13845,White
13846,White
13847,White
13848,White
13849,White
13850,White
13851,White
13852,White
13853,White
13854,White
13855,White
13856,African American
13857,White
13858,White
13859,White
13860,White
13861,White
13862,White
13863,White
13864,White
13865,White
13866,White
13867,White
13868,White
13869,White
13870,White
13871,White
13872,White
13873,White
13874,White
13875,White
13876,White
13877,White
13879,White
13880,White
13881,Mexican
13882,White
13883,White
13884,White
13885,White
13886,White
13887,Mexican
13888,White
13889,African American
13890,African American
13891,Mexican
13892,White
13893,White
13894,Mexican
13895,White
13896,White
13897,White
13898,White
13899,Mexican
13900,Mexican
13901,White
13902,White
13903,Mexican
13904,Mexican
13905,Mexican
13906,Mexican
13907,White
13908,Mexican
13909,White
13910,White
13911,Mexican
13912,White
13913,White
13914,Mexican
13915,Mexican
13916,Mexican
13917,White
13918,White
13919,White
13920,White
13921,White
13922,Mexican
13923,White
13924,White
13925,White
13926,White
13927,White
13928,White
13929,White
13930,White
13931,Mexican
13932,African American
13933,Mexican
13934,African American
13935,Mexican
13936,White
13937,Mexican
13938,White
13939,White
13940,White
13941,White
13942,White
13943,Mexican
13944,White
13945,Mexican
13946,White
13947,White
13948,White
13949,Mexican
13950,White
13951,White
13952,Mexican
13953,White
13954,White
13955,White
13956,White
13957,White
13958,Mexican
13959,White
13960,White
13961,White
13962,White
13963,White
13964,Mexican
13965,White
13966,White
13967,White
13968,Mexican
13969,White
13970,White
13971,White
13972,White
13973,White
13974,White
13975,Mexican
13976,White
13977,White
13978,White
13979,White
13980,White
13981,White
13982,White
13983,White
13984,White
13985,African American
13986,White
13987,Mexican
13988,White
13989,White
13990,White
13991,White
13992,White
13993,White
13994,Mexican
13995,White
13996,White
13997,White
13998,White
13999,White
14000,Mexican
14001,Mexican
14002,Mexican
14003,White
14004,Mexican
14005,White
14006,Mexican
14007,Mexican
14008,Mexican
14009,White
14010,White
14011,White
14012,African American
14013,White
14014,Mexican
14015,White
14016,White
14017,White
14018,Mexican
14019,African American
14020,Mexican
14021,White
14022,Mexican
14023,Mexican
14024,Mexican
14025,African American
14026,White
14027,Mexican
14028,Mexican
14029,Mexican
14030,Mexican
14031,Mexican
14032,White
14033,African American
14034,White
14035,White
14036,White
14037,White
14038,Mexican
14039,White
14040,White
14041,White
14042,White
14043,White
14044,White
14045,White
14046,Mexican
14047,White
14048,White
14049,Mexican
14050,Mexican
14051,White
14052,Mexican
14053,Mexican
14054,White
14055,White
14056,White
14057,White
14058,Mexican
14059,White
14060,White
14061,White
14062,White
14063,White
14064,White
14065,White
14066,White
14067,White
14068,White
14069,White
14070,African American
14071,Mexican
14072,African American
14073,White
14074,White
14075,White
14076,African American
14077,White
14078,White
14079,White
14080,White
14081,White
14082,White
14083,White
14084,White
14085,White
14086,White
14087,White
14088,White
14089,White
14090,White
14091,White
14092,White
14093,White
14094,White
14095,Mexican
14096,White
14097,White
14098,Mexican
14099,White
14100,White
14101,White
14102,White
14103,African American
14104,White
14105,Mexican
14106,White
14107,White
14108,White
14109,White
14110,Mexican
14111,White
14112,Mexican
14113,White
14114,White
14115,White
14116,White
14117,White
14118,White
14119,White
14120,White
14121,White
14122,White
14123,White
14124,Mexican
14125,White
14126,White
14127,White
14128,White
14129,Mexican
14130,White
14131,White
14132,White
14133,Mexican
14134,White
14135,African American
14136,White
14137,Mexican
14138,White
14139,White
14140,White
14141,White
14142,White
14143,White
14144,White
14145,Mexican
14146,White
14147,White
14148,White
14149,White
14150,White
14152,White
14154,Mexican
14155,White
14156,Mexican
14157,Mexican
14158,White
14159,Mexican
14160,White
14161,White
