pkoakwood,oakwood_date
3790,1883-01-25
3791,1883-01-26
3792,1883-01-27
3793,1883-01-29
3794,1883-02-01
3795,1883-02-02
3796,1883-02-02
3797,1883-02-03
3798,1883-02-06
3799,1883-02-06
3800,1883-02-07
3801,1883-02-07
3802,1883-02-07
3803,1883-02-08
3804,1883-02-08
3805,1883-02-08
3806,1883-02-09
3807,1883-02-09
3808,1883-02-09
3809,1883-02-11
3810,1883-02-12
3811,1883-02-14
3812,1883-02-14
3813,1883-02-15
3814,1883-02-16
3815,1883-02-17
3816,1883-02-17
3817,1883-02-17
3818,1883-02-18
3819,1883-02-20
3820,1883-02-22
3821,1883-02-23
3822,1883-02-23
3823,1883-02-24
3824,1883-02-25
3825,1883-03-01
3826,1883-03-01
3827,1883-03-04
3828,1883-03-05
3829,1883-03-05
3830,1883-03-12
3831,1883-03-12
3832,1883-03-12
3833,1883-03-12
3834,1883-03-13
3835,1883-03-15
3836,1883-03-15
3837,1883-03-17
3838,1883-03-18
3839,1883-03-20
3840,1883-03-24
3841,1883-03-27
3842,1883-03-27
3843,1883-03-29
3844,1883-03-28
3845,1883-04-01
3846,1883-04-01
3847,1883-04-02
3848,1883-04-02
3849,1883-04-02
3850,1883-04-04
3851,1883-04-04
3852,1883-04-05
3853,1883-04-05
3854,1883-04-05
3855,1883-04-05
3856,1883-04-06
3857,1883-04-07
3858,1883-04-09
3859,1883-04-12
3860,1883-04-14
3861,1883-04-15
3862,1883-04-15
3863,1883-04-16
3864,1883-04-19
3865,1883-04-18
3866,1883-04-20
3867,1883-04-24
3868,1883-04-24
3869,1883-04-24
3870,1883-04-26
3871,1883-04-26
3872,1883-04-26
3873,1883-04-27
3874,1883-04-29
3875,1883-04-30
3876,1883-04-30
3877,1883-05-02
3878,1888-05-05
3879,1883-05-05
3880,1883-05-06
3881,1883-05-06
3882,1883-05-07
3883,1883-05-13
3884,1883-05-14
3885,1883-05-17
3886,1883-05-18
3887,1883-05-18
3888,1883-05-18
3889,1883-05-21
3890,1883-05-21
3891,1883-05-22
3892,1883-05-23
3893,1883-05-23
3894,1883-05-25
3895,1883-05-25
3896,1883-05-25
3897,1883-05-27
3898,1883-05-28
3899,1883-05-28
3900,1883-05-28
3901,1883-05-30
3902,1883-06-02
3903,1883-06-02
3904,1883-06-02
3905,1883-06-02
3906,1883-06-03
3907,1883-06-04
3908,1883-06-05
3909,1883-06-07
3910,1883-06-08
3911,1883-06-08
3912,1883-06-08
3913,1883-06-09
3914,1883-06-10
3915,1883-06-10
3916,1883-06-11
3917,1883-06-12
3918,1883-06-16
3919,1883-06-16
3920,1883-06-17
3921,1883-06-18
3922,1883-06-18
3923,1883-06-19
3924,1883-06-20
3925,1883-06-20
3926,1883-06-20
3927,1883-06-20
3928,1883-06-21
3929,1883-06-21
3930,1883-06-22
3931,1883-06-23
3932,1883-06-25
3933,1883-06-25
3934,1883-06-26
3935,1883-06-26
3936,1883-06-27
3937,1883-06-28
3938,1883-06-30
3939,1883-07-01
3940,1883-07-01
3941,1883-07-02
3942,1883-07-04
3943,1883-07-05
3944,1883-07-06
3945,1883-07-06
3946,1883-07-07
3947,1883-07-07
3948,1883-07-08
3949,1883-07-09
3950,1883-07-10
3951,1883-07-10
3952,1883-07-10
3953,1883-07-11
3954,1883-07-12
3955,1883-07-13
3956,1883-07-13
3957,1883-07-13
3958,1883-07-15
3959,1883-07-16
3960,1883-07-19
3961,1883-07-19
3962,1883-07-19
3963,1883-07-20
3964,1883-07-20
3965,1883-07-20
3966,1883-07-21
3967,1883-07-21
3968,1883-07-24
3969,1883-07-24
3970,1883-07-26
3971,1883-07-26
3972,1883-07-29
3973,1883-07-29
3974,1883-07-30
3975,1883-07-31
3976,1883-07-31
3977,1883-08-01
3978,1883-08-03
3979,1883-08-04
3980,1883-08-05
3981,1883-08-06
3982,1883-08-06
3983,1883-08-07
3984,1883-08-09
3985,1883-08-14
3986,1883-08-14
3987,1883-08-15
3988,1883-08-15
3989,1883-08-16
3990,1883-08-18
3991,1883-08-18
3992,1883-08-19
3993,1883-08-20
3994,1883-08-20
3995,1883-08-21
3996,1883-08-23
3997,1883-08-23
3998,1883-08-23
3999,1883-08-23
4000,1883-08-24
4001,1883-08-24
4002,1883-08-25
4003,1883-08-27
4004,1883-08-27
4005,1883-08-29
4006,1883-08-28
4007,1883-08-30
4008,1883-08-31
4009,1883-08-31
4010,1883-09-03
4011,1883-09-05
4012,1883-09-05
4013,1883-09-06
4014,1883-09-09
4015,1883-09-11
4016,1883-09-12
4017,1883-09-12
4018,1883-09-12
4019,1883-09-15
4020,1883-09-15
4021,1883-09-16
4022,1883-09-17
4023,1883-09-19
4024,1883-09-20
4025,1883-09-21
4026,1883-09-22
4027,1883-09-22
4028,1883-09-26
4029,1883-09-28
4030,1883-09-29
4031,1883-09-29
4032,1883-09-30
4033,1883-09-30
4034,1883-10-04
4035,1883-10-04
4036,1883-10-04
4037,1883-10-05
4038,1883-10-07
4039,1883-10-05
4040,1883-10-08
4041,1883-10-08
4042,1883-10-09
4043,1883-10-10
4044,1883-10-11
4045,1883-10-11
4046,1883-10-13
4047,1883-10-13
4048,1883-10-14
4049,1883-10-14
4050,1883-10-14
4051,1883-10-15
4052,1883-10-17
4053,1883-10-17
4054,1883-10-18
4055,1883-10-20
4056,1883-10-20
4057,1883-10-21
4058,1883-10-22
4059,1883-10-22
4060,1883-10-22
4061,1883-10-23
4062,1883-10-23
4063,1883-10-23
4064,1883-10-23
4065,1883-10-24
4066,1883-10-25
4067,1883-10-25
4068,1883-10-26
4069,1883-10-27
4070,1883-10-29
4071,1883-10-30
4072,1883-10-30
4073,1883-10-31
4074,1883-10-31
4075,1883-11-01
4076,1883-11-02
4077,1883-11-02
4078,1883-11-03
4079,1883-11-04
4080,1883-11-04
4081,1883-11-05
4082,1883-11-05
4083,1883-11-07
4084,1883-11-08
4085,1883-11-09
4086,1883-11-09
4087,1883-11-10
4088,1883-11-11
4089,1883-11-11
4090,1883-11-12
4091,1883-11-13
4092,1883-11-13
4093,1883-11-16
4094,1883-11-16
4095,1883-11-16
4096,1883-11-17
4097,1883-11-17
4098,1883-11-17
4099,1883-11-17
4100,1883-11-18
4101,1883-11-19
4102,1883-11-20
4103,1883-11-21
4104,1883-11-21
4105,1883-11-22
4106,1883-11-22
4107,1883-11-23
4108,1883-11-24
4109,1883-11-24
4110,1883-11-26
4111,1883-11-26
4112,1883-11-28
4113,1883-11-28
4114,1883-11-29
4115,1883-11-30
4116,1883-12-01
4117,1883-12-01
4118,1883-12-02
4119,1883-12-03
4120,1883-12-03
4121,1883-12-04
4122,1883-12-04
4123,1883-12-05
4124,1883-12-06
4125,1883-12-09
4126,1883-12-09
4127,1883-12-10
4128,1883-12-11
4129,1883-12-11
4130,1883-12-12
4131,1883-12-12
4132,1883-12-14
4133,1883-12-18
4134,1883-12-18
4135,1883-12-19
4136,1883-12-19
4137,1883-12-20
4138,1883-12-20
4139,1883-12-20
4140,1883-12-22
4141,1883-12-23
4142,1883-12-26
4143,1883-12-28
4144,1883-12-28
4145,1883-12-29
4146,1883-12-30
4147,1884-01-01
4148,1884-01-02
4149,1884-01-03
4150,1884-01-03
4151,1884-01-04
4152,1884-01-04
4153,1884-01-07
4154,1884-01-08
4155,1884-01-10
4156,1884-01-10
4157,1884-01-16
4158,1884-01-19
4159,1884-01-21
4160,1884-01-23
4161,1884-01-25
4162,1884-01-26
4163,1884-01-26
4164,1884-01-27
4165,1884-01-27
4166,1884-01-28
4167,1884-01-31
4168,1884-02-01
4169,1884-02-03
4170,1884-02-05
4171,1884-02-05
4172,1884-02-06
4173,1884-02-06
4174,1884-02-07
4175,1884-02-11
4176,1884-02-13
4177,1884-02-13
4178,1884-02-14
4179,1884-02-15
4180,1884-02-15
4181,1884-02-18
4182,1884-02-20
4183,1884-02-20
4184,1884-02-23
4185,1884-02-24
4186,1884-02-25
4187,1884-02-27
4188,1884-02-27
4189,1884-03-03
4190,1884-03-03
4191,1884-03-04
4192,1884-03-04
4193,1884-03-05
4194,1884-03-06
4195,1884-03-09
4196,1884-03-09
4197,1884-03-11
4198,1884-03-11
4199,1884-03-12
4200,1884-03-13
4201,1884-03-13
4202,1884-03-13
4203,1884-03-15
4204,1884-03-15
4205,1884-03-15
4206,1884-03-16
4207,1884-03-17
4208,1884-03-18
4209,1884-03-20
4210,1884-03-21
4211,1884-03-21
4212,1884-03-24
4213,1884-03-25
4214,1884-03-26
4215,1884-04-02
4216,1884-04-03
4217,1884-04-03
4218,1884-04-04
4219,1884-04-07
4220,1884-04-08
4221,1884-04-11
4222,1884-04-11
4223,1884-04-12
4224,1884-04-13
4225,1884-04-14
4226,1884-04-15
4227,1884-04-21
4228,1884-04-22
4229,1884-04-26
4230,1884-04-27
4231,1884-04-29
4232,1884-04-30
4233,1884-05-01
4234,1884-05-01
4235,1884-05-01
4236,1884-05-02
4237,1884-05-03
4238,1884-05-05
4239,1884-05-06
4240,1884-05-07
4241,1884-05-09
4242,1884-05-11
4243,1884-05-11
4244,1884-05-11
4245,1884-05-11
4246,1884-05-12
4247,1884-05-14
4248,1884-05-17
4249,1884-05-17
4250,1884-05-17
4251,1884-05-17
4252,1884-05-18
4253,1884-05-19
4254,1884-05-20
4255,1884-05-20
4256,1884-05-20
4257,1884-05-21
4258,1884-05-21
4259,1884-05-23
4260,1884-05-23
4261,1884-05-25
4262,1884-05-28
4263,1884-05-30
4264,1884-05-30
4265,1884-05-30
4266,1884-05-31
4267,1884-06-01
4268,1884-06-02
4269,1884-06-02
4270,1884-06-02
4271,1884-06-02
4272,1884-06-04
4273,1884-06-08
4274,1884-06-09
4275,1884-06-09
4276,1884-06-10
4277,1884-06-10
4278,1884-06-11
4279,1884-06-13
4280,1884-06-15
4281,1884-06-15
4282,1884-06-15
4283,1884-06-15
4284,1884-06-15
4285,1884-06-16
4286,1884-06-17
4287,1884-06-17
4288,1884-06-17
4289,1884-06-18
4290,1884-06-19
4291,1884-06-20
4292,1884-06-20
4293,1884-06-22
4294,1884-06-22
4295,1884-06-23
4296,1884-06-25
4297,1884-06-26
4298,1884-06-29
4299,1884-06-29
4300,1884-07-01
4301,1884-07-02
4302,1884-07-03
4303,1884-07-03
4304,1884-07-04
4305,1884-07-07
4306,1884-07-07
4307,1884-07-08
4308,1884-07-08
4309,1884-07-09
4310,1884-07-09
4311,1884-07-10
4312,1884-07-11
4313,1884-07-12
4314,1884-07-12
4315,1884-07-13
4316,1884-07-13
4317,1884-07-14
4318,1884-07-15
4319,1884-07-15
4320,1884-07-15
4321,1884-07-16
4322,1884-07-16
4323,1884-07-16
4324,1884-07-17
4325,1884-07-17
4326,1884-07-17
4327,1884-07-17
4328,1884-07-17
4329,1884-07-18
4330,1884-07-18
4331,1884-07-18
4332,1884-07-20
4333,1884-07-21
4334,1884-07-21
4335,1884-07-22
4336,1884-07-24
4337,1884-07-26
4338,1884-07-19
4339,1884-07-27
4340,1884-07-29
4341,1884-07-29
4342,1884-07-30
4343,1884-07-30
4344,1884-07-31
4345,1884-07-31
4346,1884-07-31
4347,1884-07-31
4348,1884-08-02
4349,1884-08-02
4350,1884-08-03
4351,1884-08-04
4352,1884-08-07
4353,1884-08-09
4354,1884-08-10
4355,1884-08-10
4356,1884-08-10
4357,1884-08-10
4358,1884-08-12
4359,1884-08-14
4360,1884-08-14
4361,1884-08-15
4362,1884-08-16
4363,1884-08-17
4364,1884-08-20
4365,1884-08-21
4366,1884-08-21
4367,1884-08-23
4368,1884-08-26
4369,1884-08-28
4370,1884-08-31
4371,1884-09-01
4372,1884-09-02
4373,1884-09-03
4374,1884-09-04
4375,1884-09-04
4376,1884-09-05
4377,1884-09-07
4378,1884-09-10
4379,1884-09-11
4380,1884-09-11
4381,1884-09-11
4382,1884-09-11
4383,1884-09-13
4384,1884-09-15
4385,1884-09-17
4386,1884-09-18
4387,1884-09-18
4388,1884-09-18
4389,1884-09-18
4390,1884-09-19
4391,1884-09-20
4392,1884-09-22
4393,1884-09-24
4394,1884-09-25
4395,1884-09-25
4396,1884-09-25
4397,1884-09-26
4398,1884-09-28
4399,1884-09-29
4400,1884-10-01
4401,1884-10-01
4402,1884-10-01
4403,1884-10-02
4404,1884-10-03
4405,1884-10-04
4406,1884-10-04
4407,1884-10-05
4408,1884-10-08
4409,1884-10-08
4410,1884-10-09
4411,1884-10-09
4412,1884-10-10
4413,1884-10-11
4414,1884-10-11
4415,1884-10-12
4416,1884-10-13
4417,1884-10-13
4418,1884-10-13
4419,1884-10-14
4420,1884-10-14
4421,1884-10-14
4422,1884-10-15
4423,1884-10-17
4424,1884-10-17
4425,1884-10-17
4426,1884-10-17
4427,1884-10-19
4428,1884-10-19
4429,1884-10-20
4430,1884-10-20
4431,1884-10-20
4432,1884-10-20
4433,1884-10-22
4434,1884-10-23
4435,1884-10-23
4436,1884-10-23
4437,1884-10-23
4438,1884-10-24
4439,1884-10-24
4440,1884-10-26
4441,1884-10-27
4442,1884-10-27
4443,1884-10-27
4444,1884-10-28
4445,1884-10-28
4446,1884-10-29
4447,1884-10-30
4448,1884-10-30
4449,1884-10-31
4450,1884-11-01
4451,1884-11-02
4452,1884-11-02
4453,1884-11-02
4454,1884-11-04
4455,1884-11-04
4456,1884-11-04
4457,1884-11-05
4458,1884-11-06
4459,1884-11-09
4460,1884-11-10
4461,1884-11-10
4462,1884-11-10
4463,1884-11-11
4464,1884-11-11
4465,1884-11-11
4466,1884-11-12
4467,1884-11-12
4468,1884-11-13
4469,1884-11-13
4470,1884-11-14
4471,1884-11-14
4472,1884-11-15
4473,1884-11-17
4474,1884-11-17
4475,1884-11-18
4476,1884-11-18
4477,1884-11-18
4478,1884-11-18
4479,1884-11-20
4480,1884-11-20
4481,1884-11-21
4482,1884-11-22
4483,1884-11-22
4484,1884-11-25
4485,1884-11-25
4486,1884-11-25
4487,1884-11-26
4488,1884-11-26
4489,1884-11-26
4490,1884-11-26
4491,1884-11-27
4492,1884-11-28
4493,1884-11-28
4494,1884-11-30
4495,1884-12-01
4496,1884-12-01
4497,1884-12-01
4498,1884-12-06
4499,1884-12-06
4500,1884-12-07
4501,1884-12-08
4502,1884-12-08
4503,1884-12-09
4504,1884-12-09
4505,1884-12-09
4506,1884-12-11
4507,1884-12-12
4508,1884-12-12
4509,1884-12-12
4510,1884-12-13
4511,1884-12-16
4512,1884-12-16
4513,1884-12-18
4514,1884-12-18
4515,1884-12-20
4516,1884-12-20
4517,1884-12-21
4518,1884-12-22
4519,1884-12-22
4520,1884-12-23
4521,1884-12-26
4522,1884-12-26
4523,1884-12-27
4524,1884-12-27
4525,1884-12-27
4526,1884-12-29
4527,1884-12-31
4528,1884-12-31
4529,1885-01-01
4530,1885-01-01
4531,1885-01-01
4532,1885-01-02
4533,1885-01-02
4534,1885-01-03
4535,1885-01-03
4536,1885-01-03
4537,1885-01-05
4538,1885-01-06
4539,1885-01-06
4540,1885-01-07
4541,1885-01-09
4542,1885-01-09
4543,1885-01-11
4544,1885-01-11
4545,1885-01-12
4546,1885-01-14
4547,1885-01-15
4548,1885-01-15
4549,1885-01-17
4550,1885-01-19
4551,1885-01-19
4552,1885-01-20
4553,1885-01-20
4554,1885-01-21
4555,1885-01-25
4556,1885-01-28
4557,1885-01-28
4558,1885-01-29
4559,1885-01-29
4560,1885-01-30
4561,1885-02-01
4562,1885-02-01
4563,1885-02-01
4564,1885-02-01
4565,1885-02-02
4566,1885-02-02
4567,1885-02-03
4568,1885-02-03
4569,1885-02-04
4570,1885-02-05
4571,1885-02-05
4572,1885-02-06
4573,1885-02-09
4574,1885-02-09
4575,1885-02-09
4576,1885-02-19
4577,1885-02-10
4578,1885-02-11
4579,1885-02-12
4580,1885-02-14
4581,1885-02-14
4582,1885-02-16
4583,1885-02-18
4584,1885-02-20
4585,1885-02-22
4586,1885-02-25
4587,1885-02-28
4588,1885-03-02
4589,1885-03-03
4590,1885-03-03
4591,1885-03-04
4592,1885-03-06
4593,1885-03-06
4594,1885-03-06
4595,1885-03-07
4596,1885-03-07
4597,1885-03-09
4598,1885-03-09
4599,1885-03-10
4600,1885-03-12
4601,1885-03-13
4602,1885-03-16
4603,1885-03-18
4604,1885-03-18
4605,1885-03-19
4606,1885-03-20
4607,1885-03-21
4608,1885-03-24
4609,1885-03-24
4610,1885-03-24
4611,1885-03-25
4612,1885-03-27
4613,1885-04-01
4614,1885-04-04
4615,1885-04-06
4616,1885-04-08
4617,1885-04-11
4618,1885-04-12
4619,1885-04-12
4620,1885-04-12
4621,1885-04-12
4622,1885-04-13
4623,1885-04-16
4624,1885-04-19
4625,1885-04-20
4626,1885-04-20
4627,1885-04-20
4628,1885-04-21
4629,1885-04-23
4630,1885-04-25
4631,1885-04-26
4632,1885-04-28
4633,1885-04-28
4634,1885-05-01
4635,1885-05-01
4636,1885-05-05
4637,1885-05-05
4638,1885-05-06
4639,1885-05-10
4640,1885-05-10
4641,1885-05-12
4642,1885-05-15
4643,1885-05-15
4644,1885-05-15
4645,1885-05-16
4646,1885-05-17
4647,1885-05-17
4648,1885-05-18
4649,1885-05-21
4650,1885-05-22
4651,1885-05-22
4652,1885-05-22
4653,1885-05-24
4654,1885-05-24
4655,1885-05-25
4656,1885-05-26
4657,1885-05-28
4658,1885-05-31
4659,1885-05-31
4660,1885-06-01
4661,1885-06-01
4662,1885-06-01
4663,1885-06-02
4664,1885-06-02
4665,1885-06-02
4666,1885-06-02
4667,1885-06-03
4668,1885-06-03
4669,1885-06-04
4670,1885-06-05
4671,1885-06-08
4672,1885-06-08
4673,1885-06-09
4674,1885-06-12
4675,1885-06-12
4676,1885-06-12
4677,1885-06-12
4678,1885-06-13
4679,1885-06-13
4680,1885-06-14
4681,1885-06-15
4682,1885-06-16
4683,1885-06-18
4684,1885-06-20
4685,1885-06-20
4686,1885-06-21
4687,1885-06-22
4688,1885-06-23
4689,1885-06-26
4690,1885-06-27
4691,1885-06-27
4692,1885-06-27
4693,1885-06-28
4694,1885-06-28
4695,1885-06-28
4696,1885-06-30
4697,1885-06-30
4698,1885-07-01
4699,1885-07-01
4700,1885-07-02
4701,1885-07-02
4702,1885-07-02
4703,1885-07-03
4704,1885-07-04
4705,1885-06-23
4706,1885-07-04
4707,1885-07-05
4708,1885-07-06
4709,1885-07-06
4710,1885-07-07
4711,1885-07-09
4712,1885-07-09
4713,1885-07-11
4714,1885-07-12
4715,1885-07-13
4716,1885-07-13
4717,1885-07-14
4718,1885-07-15
4719,1885-07-16
4720,1885-07-16
4721,1885-07-18
4722,1885-07-19
4723,1885-07-21
4724,1885-07-21
4725,1885-07-21
4726,1885-07-21
4727,1885-07-22
4728,1885-07-22
4729,1885-07-23
4730,1885-07-23
4731,1885-07-23
4732,1885-07-24
4733,1885-07-24
4734,1885-07-24
4735,1885-07-25
4736,1885-07-25
4737,1885-07-25
4738,1885-07-27
4739,1885-07-27
4740,1885-07-28
4741,1885-07-28
4742,1885-08-02
4743,1885-08-02
4744,1885-08-03
4745,1885-08-04
4746,1885-08-04
4747,1885-08-04
4748,1885-08-04
4749,1885-08-05
4750,1885-08-05
4751,1885-08-06
4752,1885-08-06
4753,1885-08-07
4754,1885-08-10
4755,1885-08-10
4756,1885-08-10
4757,1885-08-10
4758,1885-08-14
4759,1885-08-14
4760,1885-08-16
4761,1885-08-20
4762,1885-08-20
4763,1885-08-20
4764,1885-08-21
4765,1885-08-21
4766,1885-08-25
4767,1885-08-27
4768,1885-08-31
4769,1885-08-31
4770,1885-08-31
4771,1885-09-01
4772,1885-09-01
4773,1885-09-02
4774,1885-09-02
4775,1885-09-03
4776,1885-09-04
4777,1885-09-04
4778,1885-09-07
4779,1885-09-09
4780,1885-09-09
4781,1885-09-10
4782,1885-09-10
4783,1885-09-11
4784,1885-09-12
4785,1885-09-12
4786,1885-09-13
4787,1885-09-13
4788,1885-09-14
4789,1885-09-14
4790,1885-09-15
4791,1885-09-15
4792,1885-09-16
4793,1885-09-17
4794,1885-09-20
4795,1885-09-21
4796,1885-09-21
4797,1885-09-22
4798,1885-09-22
4799,1885-09-25
4800,1885-09-26
4801,1885-09-27
4802,1885-09-27
4803,1885-09-29
4804,1885-09-29
4805,1885-09-29
4806,1885-09-30
4807,1885-09-30
4808,1885-10-01
4809,1885-10-02
4810,1885-10-09
4811,1885-10-09
4812,1885-10-09
4813,1885-10-09
4814,1885-10-10
4815,1885-10-11
4816,1885-10-11
4817,1885-10-11
4818,1885-10-12
4819,1885-10-13
4820,1885-10-14
4821,1885-10-15
4822,1885-10-18
4823,1885-10-18
4824,1885-10-18
4825,1885-10-19
4826,1885-10-20
4827,1885-10-21
4828,1885-10-22
4829,1885-10-22
4830,1885-10-22
4831,1885-10-22
4832,1885-10-23
4833,1885-10-23
4834,1885-10-23
4835,1885-10-23
4836,1885-10-24
4837,1885-10-24
4838,1885-10-27
4839,1885-10-27
4840,1885-10-30
4841,1885-10-30
4842,1885-10-30
4843,1885-10-30
4844,1885-11-01
4845,1885-11-01
4846,1885-11-02
4847,1885-11-03
4848,1885-11-05
4849,1885-11-05
4850,1885-11-05
4851,1885-11-05
4852,1885-11-05
4853,1885-11-08
4854,1885-11-09
4855,1885-11-11
4856,1885-11-13
4857,1885-11-14
4858,1885-11-15
4859,1885-11-17
4860,1885-11-18
4861,1885-11-18
4862,1885-11-19
4863,1885-11-22
4864,1885-11-23
4865,1885-11-24
4866,1885-11-24
4867,1885-11-26
4868,1885-11-29
4869,1885-11-29
4870,1885-11-30
4871,1885-11-30
4872,1885-12-01
4873,1885-12-02
4874,1885-12-03
4875,1885-12-04
4876,1885-12-05
4877,1885-12-05
4878,1885-12-05
4879,1885-12-05
4880,1885-12-05
4881,1885-12-06
4882,1885-12-07
4883,1885-12-07
4884,1885-12-08
4885,1885-12-08
4886,1885-12-09
4887,1885-12-10
4888,1885-12-12
4889,1885-12-12
4890,1885-12-13
4891,1885-12-14
4892,1885-12-15
4893,1885-12-15
4894,1885-12-17
4895,1885-12-17
4896,1885-12-17
4897,1885-12-18
4898,1885-12-18
4899,1885-12-20
4900,1885-12-20
4901,1885-12-20
4902,1885-12-20
4903,1885-12-22
4904,1885-12-22
4905,1885-12-23
4906,1885-12-24
4907,1885-12-24
4908,1885-12-25
4909,1885-12-26
4910,1885-12-26
4911,1885-12-29
4912,1885-12-30
4913,1886-01-01
4914,1886-01-02
4915,1886-01-03
4916,1886-01-04
4917,1886-01-06
4918,1886-01-06
4919,1886-01-13
4920,1886-01-13
4921,1886-01-14
4922,1886-01-15
4923,1886-01-17
4924,1886-01-20
4925,1886-01-22
4926,1886-01-22
4927,1886-01-24
4928,1886-01-24
4929,1886-01-25
4930,1886-01-25
4931,1886-01-28
4932,1886-01-29
4933,1886-01-31
4934,1886-02-01
4935,1886-02-03
4936,1886-02-03
4937,1886-02-03
4938,1883-02-05
4939,1886-02-05
4940,1886-02-06
4941,1883-02-07
4942,1886-02-09
4943,1886-02-11
4944,1886-02-11
4945,1886-02-14
4946,1886-02-14
4947,1886-02-15
4948,1886-02-15
4949,1886-02-18
4950,1886-02-19
4951,1886-02-19
4952,1886-02-21
4953,1886-02-21
4954,1886-02-25
4955,1886-02-25
4956,1886-02-27
4957,1886-03-02
4958,1886-03-03
4959,1886-03-03
4960,1886-03-05
4961,1886-03-05
4962,1886-03-05
4963,1886-03-05
4964,1886-03-06
4965,1886-03-07
4966,1886-03-07
4967,1886-03-09
4968,1886-03-09
4969,1886-03-11
4970,1886-03-09
4971,1886-03-12
4972,1886-03-12
4973,1886-03-12
4974,1886-03-14
4975,1886-03-15
4976,1886-03-15
4977,1886-03-15
4978,1886-03-15
4979,1886-03-17
4980,1886-03-17
4981,1886-03-19
4982,1886-03-20
4983,1886-03-20
4984,1886-03-21
4985,1886-03-21
4986,1886-03-22
4987,1886-03-24
4988,1886-03-27
4989,1886-03-28
4990,1886-03-29
4991,1886-03-30
4992,1886-03-31
4993,1886-03-31
4994,1886-04-01
4995,1886-04-02
4996,1886-04-04
4997,1886-04-05
4998,1886-04-05
4999,1886-04-05
5000,1886-04-05
5001,1886-04-08
5002,1886-04-09
5003,1886-04-09
5004,1886-04-10
5005,1886-04-10
5006,1886-04-13
5007,1886-04-13
5008,1886-04-14
5009,1886-04-15
5010,1886-04-15
5011,1886-04-17
5012,1886-04-18
5013,1886-04-21
5014,1886-04-22
5015,1886-04-23
5016,1886-04-23
5017,1886-04-25
5018,1886-04-25
5019,1886-04-28
5020,1886-04-29
5021,1886-04-29
5022,1886-05-01
5023,1886-05-01
5024,1886-05-02
5025,1886-05-02
5026,1886-05-02
5027,1886-05-03
5028,1886-05-04
5029,1886-05-06
5030,1886-05-06
5031,1886-05-06
5032,1886-05-06
5033,1886-05-07
5034,1886-05-07
5035,1886-05-07
5036,1886-05-07
5037,1886-05-08
5038,1886-05-08
5039,1886-05-10
5040,1886-05-11
5041,1886-05-12
5042,1886-05-12
5043,1886-05-13
5044,1886-05-13
5045,1886-05-14
5046,1886-05-14
5047,1886-05-14
5048,1886-05-14
5049,1886-05-14
5050,1886-05-15
5051,1886-05-16
5052,1886-05-16
5053,1886-05-16
5054,1886-05-18
5055,1886-05-18
5056,1886-05-18
5057,1886-05-18
5058,1886-05-18
5059,1886-05-20
5060,1886-05-20
5061,1886-05-22
5062,1886-05-22
5063,1886-05-24
5064,1886-05-25
5065,1886-05-25
5066,1886-05-26
5067,1886-05-26
5068,1886-05-30
5069,1886-05-30
5070,1886-05-31
5071,1886-05-12
5072,1886-06-01
5073,1886-06-01
5074,1886-06-01
5075,1886-06-02
5076,1886-06-03
5077,1886-06-03
5078,1886-06-03
5079,1886-06-04
5080,1886-06-04
5081,1886-06-06
5082,1886-06-09
5083,1886-06-09
5084,1886-06-10
5085,1886-06-10
5086,1886-06-11
5087,1886-06-11
5088,1886-06-11
5089,1886-06-13
5090,1886-06-13
5091,1886-06-13
5092,1886-06-14
5093,1886-06-14
5094,1886-06-18
5095,1886-06-18
5096,1886-06-20
5097,1886-06-21
5098,1886-06-23
5099,1886-06-23
5100,1886-06-24
5101,1886-06-25
5102,1886-06-27
5103,1886-06-28
5104,1886-06-28
5105,1886-07-01
5106,1886-07-01
5107,1886-07-01
5108,1886-07-01
5109,1886-07-01
5110,1886-07-02
5111,1886-07-04
5112,1886-07-05
5113,1886-07-04
5114,1886-07-05
5115,1886-07-05
5116,1886-07-06
5117,1886-07-06
5118,1886-07-08
5119,1886-07-08
5120,1886-07-08
5121,1886-07-09
5122,1886-07-10
5123,1886-07-11
5124,1886-07-11
5125,1886-07-11
5126,1886-07-11
5127,1886-07-12
5128,1886-07-14
5129,1886-07-15
5130,1886-07-16
5131,1886-07-16
5132,1886-07-17
5133,1886-07-17
5134,1886-07-17
5135,1886-07-18
5136,1886-07-21
5137,1886-07-21
5138,1886-07-21
5139,1885-07-22
5140,1886-07-22
5141,1886-07-23
5142,1886-07-23
5143,1886-07-24
5144,1886-07-24
5145,1886-07-24
5146,1886-07-25
5147,1886-07-25
5148,1886-07-25
5149,1886-07-27
5150,1886-07-27
5151,1886-07-27
5152,1886-07-27
5153,1886-07-27
5154,1886-07-27
5155,1886-07-29
5156,1886-07-29
5157,1886-07-30
5158,1886-07-30
5159,1886-07-31
5160,1886-07-31
5161,1886-08-02
5162,1886-08-02
5163,1886-08-02
5164,1886-08-03
5165,1886-08-04
5166,1886-08-04
5167,1886-08-04
5168,1886-08-05
5169,1886-08-05
5170,1886-08-05
5171,1886-08-05
5172,1886-08-06
5173,1886-08-06
5174,1886-08-06
5175,1886-08-06
5176,1886-08-10
5177,1886-08-13
5178,1886-08-14
5179,1886-08-17
5180,1886-08-17
5181,1886-08-18
5182,1886-08-20
5183,1886-08-22
5184,1886-08-22
5185,1886-08-23
5186,1886-08-24
5187,1886-08-24
