pkoakwood,firstname
1758,Isabella
1759,infant of B. H.
1760,W. T.
1761,Samuel
1762,Carles
1763,infant of
1764,infant of R.
1765,Mr.
1766,Mr.
1767,Mark
1768,Henry
1769,Catharina
1770,Rosa
1771,Ida
1772,Charles E.
1773,Milley
1774,R.
1775,Richard
1776,James O. (P.)
1777,N
1778,Ida
1779,P.
1780,Mr.
1781,Matilda
1782,Emil
1783,Nelson
1784,Child of C. B.
1785,Buddie
1786,Infant of Joe
1787,Liddie
1788,Ch.
1789,Christina
1790,Ch.
1791,Henry
1792,Infant of
1793,Wm. B.
1794,Wm. H.
1795,Amanda
1796,Infant of D. C.
1797,C.
1798,W. A.
1799,W. L.
1800,Frank
1801,J. E.
1802,Infant of C. C.
1803,R.
1804,Infant of James
1805,Gustav
1806,Fanny
1807,Louis
1808,Elvina
1809,Infant of Clara
1810,John
1811,WaverlyDaniel
1812,Infant of Ch.
1813,Ed.
1814,Alfred
1815,Ch.Russee.
1816,Pearl
1817,Cl.
1818,Faith
1819,Antonia
1820,Child of Mrs.
1821,A.
1822,Almdea
1823,Infant of R.
1824,Juan
1825,Infant of
1826,Antonio
1827,Infant of Ray
1828,Child of Ruby
1829,Nora
1830,Child of Mrs. Joe
1831,R. M.
1832,Minnie
1833,Infant of J.
1834,Infant of Rob.
1835,E. F.
1836,Mr.
1837,E.
1838,Infant of W. H. A.
1839,James
1840,Nellie
1841,Jennie
1842,Elizabeth
1843,Infant ofGater
1844,Robert O.
1845,N. H.
1846,S.
1847,Louis
1848,John W.
1849,Ellen
1850,Infant of John
1851,Dolly
1852,Charles
1853,N
1854,John P.
1855,Infant of Auguste
1856,W. Guy
1857,Alice
1858,Children of Oliver
1859,Ephraim
1860,John
1861,Robert
1862,Infant of A. E.
1863,Dennis
1864,Mary Catherion
1865,Elsie
1866,E.
1867,Lithea
1868,Sallie
1869,James R.
1870,A. O.
1871,Henry
1872,Willoby
1873,Infant of Wm.
1874,Baby of Peter
1875,Infant of John Robertson
1876,Huddy
1877,Maggie Raymond
1878,H.
1879,Baby of Isaac
1880,Dr. Jas. Byrne
1881,Sampson
1882,Martin
1883,John William
1884,Johanna
1885,Geo.
1886,Jacob
1887,Babe of Georg
1888,Albert
1889,Child of Geo
1890,Anna
1891,Mary R.
1892,Lula
1893,Charlotte
1894,Elisabeth
1895,James D.
1896,Salie
1897,Saml.
1898,Geo.
1899,Eva
1900,L. Johan Walfried
1901,Cal. Nielly
1902,John
1903,Louise
1904,Child of Nelly
1905,Mathilda
1906,Ida
1907,U. F.
1908,James
1909,Child of T. L.
1910,Chas.
1911,Nelie
1912,William
1913,Child of Frank
1914,D. A.
1915,Marks
1916,Julia
1917,"Sarah H,"
1918,infant of Fanny
1919,Laura F. L.
1920,Anna
1921,Child of Friend
1922,Josephene
1923,Edward T.
1924,Mrs. E.
1925,Lony
1926,Maria
1927,Mrs. Elisabeth
1928,Littie
1929,Harriett J.
1930,Charles
1931,N
1932,Sarah
1933,Ch.
1934,Jim
1935,Patsy
1936,Henriette
1937,Ben.
1938,Emma
1939,Anna
1940,Child of Henry
1941,Magie
1942,G.
1943,Otto
1944,Virginia
1945,Mrs. Mary
1946,Joseph
1947,Johanna
1948,Miss Salome
1949,Child of Don
1950,James M.
1951,Emilie
1952,August F.
1953,Child of Warkin
1954,Della
1955,Philis
1956,Simon
1957,Charles
1958,Child of Leopas
1959,Elma F.
1960,Emma
1961,Child of Henrietta
1962,Marry
1963,Ellen
1964,Samie
1965,Ch.
1966,Frid.
1967,Henry
1968,Nelly L.
1969,Mary  L.
1970,E. P.
1971,Ben
1972,Caleb
1973,Wm. J. (F.)
1974,F. D.
1976,Child of William
1977,Child of Nellie
1978,Lilla (Lilly)
1979,Thomas
1980,John
1981,Anna Amalie
1982,Charles
1983,Polly
1984,M.M.
1985,Theo.
1986,Anna
1987,Henry
1988,John F.
1989,Lila
1990,Dora
1991,Unknown
1992,Child of John
1993,Anders
1994,Emil Joseph
1995,Lillie
1996,Patze
1997,John
1998,Morino
1999,Child of Jenny
2000,Jacob
2001,Child of Mrs.
2002,Delila
2003,Child of
2004,Nancy G.
2005,Child of John
2006,Liston
2007,Pauline
2008,Child of Ch.
2009,Child of Mr.
2010,Adeline
2011,Child of H. J.
2012,Cornelius
2013,C. C.
2014,Child of Major
2015,J. M.
2016,Ada
2017,Mark
2018,Nelly
2019,Asil D.
2020,child of R. L.
2021,Grenville
2022,C.
2023,child of Emma
2024,P.
2025,child of Raphael
2026,child of Ben
2027,John
2028,child of Johnson
2029,Margaret
2030,Juan Jose
2031,child of Mr.
2032,Bud
2033,L. C.
2034,S. G.
2035,R. Rebecca
2036,August
2037,Mr.
2038,child of Dr. [B. E.]
2039,Julia
2040,child of Sarah
2041,Lizzie
2042,Otto
2043,Mrs.
2044,child of Bob
2045,Sissie
2046,child of Mary
2047,child of Mr.
2048,L.
2049,infant
2050,Dr. Bird
2051,Lizzie
2052,Ch.
2053,Mr.
2054,child of Wm.
2055,J. H.
2056,Mrs. E. A.
2057,Max
2058,Anna
2059,Mr.
2060,Mary
2061,H. Ann
2062,Mr.
2063,Sam
2064,Elizabeth
2065,Mrs.
2066,David
2067,Wm.
2068,James
2069,J.
2070,Felix
2071,Bryan
2072,child of O.
2073,Willis
2074,David
2075,Salie
2076,child of S. H.
2077,E. P. S.
2078,Elisa
2079,Narcisa
2080,child of Arthur
2081,child of Amelie
2082,Henry O.
2083,child of Washington
2084,Mrs. Causauda
2085,Wm. D.
2086,Mrs.
2087,Victor
2088,Juan
2089,L. N.
2090,Sullivan
2091,Margaret
2092,child of Joseph
2093,Daniel
2094,J.
2095,Mrs.
2096,Sopronia
2097,Mary Allen
2098,child of Ed.
2099,The.
2100,Mr. E. M.
2101,twin children of Thoe.
2102,Dr. D. G.
2103,Louis
2104,child of Robert
2105,child of
2106,J.
2107,child of
2108,Caroline
2109,Louis
2110,child of Mrs.
2111,L. C.
2112,Batola
2113,James
2114,M. Rayn
2115,child of Mrs.
2116,Gustav
2117,Richard
2118,child of Sarah
2119,R.
2120,Eliza
2121,Dr. S. G.
2122,Dr. Edwin
2123,Isabel
2124,Francis
2125,child of Mrs.
2126,Millie
2127,Monroe
2128,child of G. A.
2129,J. (F.)
2130,Bob
2131,Hosifitis
2132,child of Mr.
2133,Child of Mr.
2134,Melissa M.
2135,child
2136,Clara
2137,Child of S.
2138,Eveline
2139,M. A.
2140,Child
2141,Child of Mrs.
2142,Child of Anna
2143,Mrs.
2144,Sara
2145,Child
2146,Child of Mr.
2147,Eliza
2148,Jno
2149,Phillis (Phyllis)
2150,N
2151,Charly
2152,John H.
2153,Mrs.
2154,Mrs.
2155,Child of Mr.
2156,Child of Mrs. H.
2157,Sarah E.
2158,W. L.
2159,N
2160,Child of Mr.
2161,L.
2162,John
2163,Child of A. B.
2164,Ernest
2165,J. L. (F. L.)
2166,Julius
2167,Rena
2168,Alice
2169,Henry
2170,infant of B. T.
2171,Charles
2172,infant of Henry
2173,C.
2174,Mila
2175,Eliza
2176,James
2177,infant
2178,infant
2179,Infant
2180,Sabadia
2181,James
2182,Joseph
2183,F. Isabel
2184,Infant
2185,Matilda
2186,Ella
2187,C. A.
2188,Sylvester
2189,Lulu
2190,Mannilla
2191,Dick M.
2192,Francis
2193,Margeret
2194,M. E.
2195,Elias
2196,Andrellita
2197,M. W.
2198,Minnie
2199,Dick
2200,Cary
2201,Horace
2202,child of Lula
2203,child of Monroe
2204,child of Frank
2205,Jane
2206,child of Mark
2207,Easton
2208,C. L.
2209,child of C. L.
2210,W.
2211,child of Sallie
2212,M. Ann
2213,Charley
2214,Thomas Green
2215,Aug.
2216,C. S. (C.L.)
2217,Emma
2218,Homett
2219,Charlotte
2220,Mary
2221,Plez
2222,Paul
2223,Paul
2224,M.
2225,Professor
2226,Anna
2227,B. Willy
2228,John M.
2229,W.
2230,child of
2231,Mary
2232,son of C. S.
2233,Anna
2234,child of F.
2235,Jno. Robt.
2236,Thomas
2237,Georg
2238,Lissy
2239,B.
2240,J. M.
2241,Sam
2242,Ruf
2243,Laura
2244,Henry
2245,Emma
2246,Capt. C. R.
2247,R.
2248,Th.
2249,Ch. P.
2250,Dilphia
2251,Edie
2252,child of V.
2253,A. B.
2254,Wm. S. (L.)
2255,Infant of Ed.
2256,Mrs.
2257,child of Scott
2258,Ben. F.
2259,A.
2260,Martha
2261,child of Wesley
2262,Augusta
2263,George
2264,child of L.
2265,child of J.
2266,W.
2267,N
2268,child of Albert
2269,Juanito
2270,Jared E.
2271,Thomas
2272,Julie
2273,Tom
2274,John
2275,H.
2276,John
2277,Mark
2278,Mrs. C. A.
2279,child of Nelly Polly
2280,Juana
2281,Louise
2282,Mrs. Anna
2283,F.
2284,Albert
2285,Sarah
2286,L.
2287,H.
2288,child of J.
2289,Frank
2290,child of Annie
2291,Mrs. Kate
2292,child of Ed.
2293,Matty
2294,child of Anna
2295,child of Tom
2296,child of Ruben
2297,Ella Mary
2298,Sophia
2299,E. E.
2300,Armstrong
2301,Frank
2302,Clara
2303,Alles [Alice]
2304,H.
2305,Annie
2306,E. S.
2307,Mary
2308,Carl
2309,Jenny
2310,child of J. S.
2311,Viney
2312,R. B.
2313,Charles
2314,Matty
2315,Mary Jane
2316,Louis
2317,child of S.
2318,Randall
2319,child of
2320,Faustinas
2321,Magret
2322,Dick
2323,child of
2324,Della
2325,Miss M.
2326,Georg B.
2327,Emilie
2328,Theo.
2329,Wm.
2330,Henry
2331,child of
2332,child of John
2333,George
2334,Thomas
2335,Sarah Belle
2336,Hen.
2337,child of De.
2338,Friedrich
2339,F.
2340,Jolly
2341,Chas. S.
2342,John
2343,C. D.
2344,C. D.
2345,Laura
2346,Wm. Smith
2347,Robert
2348,Judeb
2349,Child of
2350,Child of Ben
2351,Child of
2352,Est.
2353,Th.
2354,M
2355,James
2356,Robert
2357,John
2358,M. F.
2359,James
2360,Mrs. E. B.
2361,Minnie
2362,Eva
2363,Wade
2364,Kena
2365,Jos. S.
2366,James
2367,O. R.
2368,Edmond
2369,Infant of John
2370,G. T.
2371,Rose
2372,Bell
2373,J.
2374,Infant of Mrs.
2375,Monroe
2376,Ella
2377,infant of Sophie
2378,John
2379,Mrs.
2380,infant J.J.
2381,Julie
2382,L.
2383,Infant of Edmund
2384,Daluna
2385,Infant of M.
2386,Olina A.
2387,Mrs.
2388,W. F.
2389,Aron
2390,James
2391,Anna
2392,Infant of E.
2393,Oliver
2394,Infant
2395,Ph.
2396,Anna
2397,Henry
2398,Child of Alfred
2399,J.J.
2400,Infant of Magret
2401,Infant of J. W.
2402,Harry
2403,Harriette
2404,W. E.
2405,Infant of Jane
2406,Infant of Sheppard
2407,Infant of H.
2408,Sallie
2409,Francis S.
2410,Georg
2411,child of Edward
2412,child of M. K.
2413,G.
2414,A. M.
2415,Delia
2416,child of Mrs.
2417,child of J. W.
2418,G.
2419,child of E.
2420,C.
2421,Harry
2422,Lilly
2423,Montague
2424,F.
2425,Mrs.
2426,Francis
2427,Mr.
2428,child of
2429,Hosianna
2430,child of B.
2431,E. W.
2432,W. H.
2433,Ch.
2434,P.
2435,child of Henry
2436,A.
2437,Alfred
2438,B. A.
2439,Eliza
2440,Hayne
2441,Ed.
2442,Cos.
2443,child of Ella
2444,child of Jacob
2445,Thomas
2446,James
2447,child of B. F.
2448,James
2449,child of Hector
2450,child of Mr.
2451,child of Flora
2452,child of William
2453,child of Mrs.
2454,Eliza
2455,child of Mr.
2456,child of Mr.
2457,child of Mr.
2458,child of Mr.
2459,child of John
2460,child of Mr.
2461,child of Eliza
2462,Caroline
2463,Hugh
2464,Ch.
2465,Mrs.
2466,Eli
2467,child of Mr.
2468,child of Mr.
2469,Mr.
2470,Francis
2471,S.
2472,Virginia
2473,Willie
2474,child of Mr.
2475,child of John
2476,Mr.
2477,W. H.
2478,child of Mr.
2479,Georg P.
2480,J.
2481,child of Mrs.
2482,twin children of Georg
2483,Louis F.
2484,R. D.
2485,child of Anna
2486,child of Joseph
2487,Kitta
2488,Wm. Ch.
2489,Flo. E.
2490,child of
2491,G. B.
2492,H.
2493,August
2494,Michael
2495,A.
2496,Predincio
2497,Lizzie
2498,E.
2499,R. A.
2500,P.
2501,Annie
2502,L.
2503,A.
2504,Mary K.
2505,Noah
2506,Marie
2507,Minnie
2508,W. R.
2509,Albert
2510,Fravis
2511,child of Nua
2512,child of Peter
2513,child of K.
2514,J. A.
2515,child of Mr.
2516,Lena
2517,child of C. J.
2518,Dr. J. T.
2519,M. L.
2520,C. S.
2521,Julie
2522,child of Mr.
2523,Mr.
2524,Friderike
2525,H. M.
2526,child of R.
2527,John
2528,Francis
2529,J.
2530,Ella
2531,Jlete
2532,Sam
2533,child of A.
2534,J.
2535,Mrs.
2536,L.
2537,child of Mr.
2538,Geo.
2539,Ch.
2540,Rebecca
2541,Jose
2542,Billy
2543,E. F.
2544,Mrs. Thirza
2545,child of Ch.
2546,Mrs. Eliza
2547,child of M.
2548,child of M.
2549,A. May
2550,child of Joe
2551,children of F.
2552,M.
2553,Emanuel
2554,Julie
2555,unknown child
2556,child of J.
2557,Mrs.
2558,child of B. F.
2559,Mrs.
2560,D. H.
2561,Mrs.
2562,Jennie
2563,M.
2564,child of Mr.
2565,C.
2566,R. R.
2567,child of J. D.
2568,child of J.
2569,Infant of C. H.
2570,Maria
2571,C. P.
2572,N
2573,Gil.
2574,Mrs. M. A.
2575,Mrs. Hattie
2576,Mrs.
2577,Mr.
2578,Mrs.
2579,Infant of
2580,Joseph
2581,Amelia
2582,Eliza
2583,Infant of Josie
2584,Amelia
2585,Mrs.
2586,Infant of Wm.
2587,Infant of Mr. R.
2588,Infant of M.
2589,Miss Ida
2590,Elisha
2591,Winter
2592,Elisabeth
2593,Lara
2594,Infant of Jenny
2595,O.
2596,Mrs.
2597,John
2598,Infant of Henry
2599,Clara
2600,Infant of Susue
2601,Mrs. M. E.
2602,Infant of Mrs.
2603,Infant of Wm.
2604,R.
2605,Ned
2606,Mrs.
2607,Moody
2608,August
2609,Bertha
2610,F. W.
2611,Hellen
2612,Wesley
2613,A.
2614,Major J. D.
2615,Mrs. K.
2616,Mary
2617,Florentin
2618,Infant of Mrs. Capt Vall
2619,Infant of M.
2620,Infant of Rod.
2621,Laura L.
2622,John
2623,Albert
2624,Infant of Mrs.
2625,Cordelia
2626,Infant of Jos.
2627,Henry
2628,Raphael
2629,H.
2630,Infant of Mr. E.
2631,E.
2632,J. L.
2633,Evins
2634,Gordon
2635,Infant of Mr.
2636,Dr.
2637,Infant of La
2638,Infant of G.
2639,Sussan
2640,Paul
2641,B. J.
2642,Infant of F.
2643,Gen.
2644,John D.
2645,Henry
2646,Meyer
2647,Anna
2648,Eliza
2649,Albert
2650,Gentry
2651,Infant of A. J.
2652,A. T.
2653,Infant of R. R.
2654,John
2655,F.
2656,Infant of P. R.
2657,Kate
2658,Os: Rickard
2659,Mr.
2660,John
2661,Ella
2662,N
2663,W.
2664,Charles
2665,Miss Josie
2666,Infant of Capt.
2667,Ch.
2668,Infant of Alford
2669,Infant of Mrs.
2670,Infant of Chust
2671,Lidia
2672,Lizzie
2673,Fleker
2674,Infant
2675,Matilda
2677,Syl.
2678,Lila G.
2679,Dalia
2680,Salie
2681,Wm.
2682,John
2683,Alla
2684,Janette
2685,Infant of James
2686,Eliza
2687,W. H.
2688,Remains of Ch.
2689,Infant of
2690,Marry
2691,Jenny
2692,Infant of Mrs.
2693,Infant of M. Lee
2694,B. N.
2695,Martin
2696,Leoy
2697,Infant of Willie
2698,Minnie
2699,H. W.
2700,Robert
2701,Lizzie E.
2702,Mrs. Ch.
2703,Mrs. W.
2704,Peter
2705,C. R.
2706,B.
2707,J. L.
2708,Dr. B.
2709,Belle
2710,Joseph
2711,Mrs. E. J.
2712,Jane
2713,Wm.
2714,J. A.
2715,Mrs. J.
2716,J. M.
2717,Mrs. C. T.
2718,Mrs. Amelia
2719,Lena
2720,Charity
2721,James
2722,Jim
2723,Mabel
2724,child of Mr.
2725,Caroline
2726,child of Birdie
2727,Bertha E.
2728,Ella
2729,child of
2730,Ella
2731,John
2732,child of
2733,Nellie
2734,Maud
2735,child of E.
2736,Joseph
2737,Sara
2738,M.
2739,Mrs. M. E.
2740,Henry
2741,child of Henry
2742,Arthur
2743,Jno. M.
2744,Mary
2745,Mary
2746,Infant of Dora
2747,J. R.
2748,child of W. J.
2749,Mrs. M. A.
2750,M. M.
2751,Mrs. S. T.
2752,child of Charles
2753,Henrick
2754,child of Joe
2755,child of A. J.
2756,Martha
2757,W. H.
2758,Catherine
2759,A.
2760,Tishia
2761,Sarah
2762,Capt.
2763,Martha
2764,F.
2765,John
2766,Julie
2767,Mr.
2768,Capt.
2769,Anderson
2770,Ed.
2771,Benj.
2772,Gilson
2773,Lillie
2774,child of S.
2775,Hulda
2776,child of J.
2777,child of
2778,Magie
2779,Alex
2780,Chaley
2781,Pinkin
2782,Wm.
2783,Lillie
2784,Mary
2785,Lulu
2786,H. O.
2787,Jessy
2788,Caleb
2789,Jenny
2790,Ed.
2791,child of Mrs.
2792,Cherry
2793,Sam
2794,child of J. O.
2795,Washington
2796,child of R.
2797,Jordan
2798,Mrs. Ellen
2799,J.
2800,child of A. L.
2801,F. Lu. Chessie
2802,G.
2803,Eddy
2804,Rose Ann
2805,Johnson
2806,child of Mrs.
2807,child of Mr. R.
2808,Ellen
2809,Sallie G.
2810,child of Dr.
2811,Shelby
2812,Willy
2813,Washington
2814,Rev. C. C.
2815,Pauline
2816,Cora
2817,Wade
2818,Mrs. H. J. [J.H.]
2819,child of Dr. Th. D.
2820,Mrs. Julie
2821,Adam
2822,Rev. G. W.
2823,Mrs. Nannie
2824,child of Mr. J. A.
2825,child of Emma
2826,John
2827,C. A.
2828,A.
2829,Mrs. C.
2830,A.
2831,Mattie
2832,Charles
2833,James
2834,Anna
2835,R. S.
2836,Ben.
2837,Charles
2838,Charles
2839,Rev. R. H.
2840,Julie
2841,Julie O.
2842,child of Emily
2843,child of
2844,Wesley
2845,Katie
2846,John
2847,Lea
2848,child of E. F.
2849,Jane
2850,James
2851,Joseph
2852,Thomas
2853,child of Netire
2854,Walther
2855,Clara
2856,A. J. A.
2857,child of M.
2858,J. A.
2859,Julie
2860,Marian
2861,child of H.
2862,Elisa
2863,M. E.
2864,Mr.
2865,Mary J.
2866,O. E.
2867,Mark
2868,child of Henry
2869,Geo.
2870,child of Mary
2871,F. M.
2872,John
2873,F.
2874,M. F.
2875,F. R.
2876,Fred
2877,child of M. F.
2878,child of
2879,child of Francis
2880,John
2881,child of Marie
2882,Augusta
2883,W. G.
2884,Loulie
2885,child of Franky
2886,child of
2887,child of Sally
2888,Sally
2889,James
2890,Miller
2891,child of Phil.
2892,Wodie
2893,child of Mrs.
2894,child of A.
2895,child of Frank
2896,James
2897,Johanna
2898,child of Currie
2899,child of John
2900,child of Mrs.
2901,child of Jullie
2902,Willy
2903,Sarah
2904,child of H.
2905,child of Mr.
2906,Mrs. K. E.
2907,H. F.
2908,Annie
2909,Mary
2910,child of Ella
2911,Jos.
2912,B.
2913,Robert
2914,F.
2915,Arthur B.
2916,Jenny
2917,Howard
2918,N
2919,Emma
2920,Gilbert
2921,Georg
2922,Hetty
2923,Infant of H. W.
2924,Josie
2925,Mrs. Sarah O.
2926,Alice
2927,Ida
2928,H.
2929,James O.
2930,Infant of Ella
2931,W. M.
2932,Bertha J. A.
2933,W. B.
2934,infant of T.
2935,Pauline
2936,M.
2937,Wheeler
2938,Jennie
2939,Robert
2940,Priscilla
2941,Jacob
2942,John
2943,Mrs. Charlotte
2944,Venus
2945,Matilda
2946,W. H.
2947,Sofa
2948,Fanny
2949,Robert
2950,Dixie
2951,R. Sopley
2952,Infant of Mary
2953,Oscar
2954,Old
2955,Seth
2956,Hermann
2957,B. L.
2958,Infant of James
2959,Jesse B.
2960,M. J.
2961,Ma
2962,Annie
2963,Infant
2964,R. D.
2965,W.
2966,Infant of John
2967,Martha
2968,Philip
2969,Walter
2970,E.
2971,J. M.
2972,Hannah
2973,Infant of Mr. F.
2974,Ralf
2975,Carl
2976,Augusta
2977,L.
2978,E. S.
2979,Montin
2980,Tom
2981,Minerva
2982,Geo.
2983,Lilly
2984,Sparks
2985,D. C.
2986,Bettie
2987,Ch.
2988,Sara O.
2989,Willie
2990,Lilia
2991,H.
2992,Infant of F.
2993,S.
2994,F.
2995,Infant of Tobe
2996,Infant of M.
2997,Infant of B.
2998,A. T.
2999,Infant of F. M.
3000,Infant of Ja. Ella
3001,R. (B.)
3002,F.
3003,Unknown Man
3004,E.
3005,2 Children of Mrs.
3006,E.
3007,Jam
3008,Della
3009,Mrs.
3010,Mrs.
3011,N
3012,Mrs.
3013,F. A.
3014,J. W.
3015,J. F.
3016,Infant of W.
3017,M.
3018,Marie
3019,Mrs.
3020,Annie
3021,A. Th.
3022,R. R.
3023,Rev.
3024,Henry
3025,Infant
3026,F. J.
3027,Mary
3028,Anna
3029,M. E.
3030,Walter
3031,Ch. D.
3032,Bettie
3033,Jerry
3034,N.
3035,Thomas
3036,Louis
3037,August F.
3038,Mary
3039,Infant
3040,(Supposed)
3041,Mrs. D. L.
3042,Infant of Capt.
3043,infant of Annie
3044,Betsey
3045,Mary
3046,F. W.
3047,Infant
3048,Mrs. J. P.
3049,Rose
3050,Jacob
3051,Infant of Mary
3052,T. L.
3053,Ch.
3054,L. A.
3055,C.
3056,Wm.
3057,Etty
3058,Ch. W.
3059,J. M.
3060,Infant of Mr.
3061,B. F.
3062,twins of Ann
3063,Calista M.
3064,Jesse
3065,M.
3066,Carlotta
3067,Kosuth
3068,Mannie
3069,T.
3070,M.
3071,Infant of A. L.
3072,Rudolph
3073,Thos. H.
3074,Wm.
3075,Infant
3076,Wm.
3077,Birdie
3078,Lulu
3079,Cornelia
3080,Celia
3081,Infant of A. M.
3082,Jennie
3083,Infant of S.
3084,Emma
3085,Prudencio
3086,Rose
3087,Con.
3088,Infant of E. F.
3089,Ed
3090,Mr.
3091,Ed.
3092,Mrs. Rosalyn
3093,Gustine
3094,Mollie
3095,Antonio
3096,M. H.
3097,Mrs. T. N.
3098,Unknown
3099,Infant of F.
3100,Lucy
3101,Lilly Bell
3102,John
3103,Con B. A.
3104,Tinie
3105,Mrs.
3106,Malie
3107,Thomas
3108,Fritz
3109,J. T.
3110,Infant of Amerila
3111,Low.
3112,Georgiana
3113,Boy
3114,Infant of
3115,Henry
3116,A.
3117,B.
3118,Lottie W.
3119,Child of R. T.
3120,E.
3121,L. G.
3122,Mrs. M.
3123,W. H.
3124,Mollin
3125,child of Mrs.
3126,Henriette
3127,E. D.
3128,J. H.
3129,W. H.
3130,Mrs.
3131,Mrs. Martha A.
3132,child of Dick
3133,child of M. F.
3134,Mrs.
3135,Alfredo
3136,Francis E.
3137,child of Dick
3138,child of George
3139,Blind John
3140,Gustav
3141,Martha
3142,Mr.
3143,Mrs.
3144,Charles
3145,child of Marcus
3146,Rev. D.
3147,Fannie
3148,Radleff
3149,R. M.
3150,Katie
3151,J. S.
3152,Mr. & Mrs.
3153,Mrs.
3154,Jas.
3155,child of Billie
3156,Wm.
3157,child of E.
3158,Mr.
3159,Mrs.
3160,child of Dr.
3161,Robt.
3162,child of Hanah
3163,child of Mrs.
3164,child of Wm.
3165,child of C.
3166,child of C. H.
3167,Wm.
3168,child of M.
3169,child of H. B.
3170,Mrs. H. L.
3171,M. C.
3172,Miss
3173,L.
3174,John
3175,M
3176,C. G.
3177,B. E.
3178,Arthur
3179,Lewis
3180,J. L.
3181,Sylvia
3182,Lillie
3183,child of H.
3184,E. A.
3185,John
3186,W. W.
3187,child of H.
3188,W. S.
3189,Eva
3190,Lulu
3191,child of
3192,H.
3193,Alford
3194,Stephens
3195,Albert
