pkoakwood,yearsmonthsdays
4817,Blank
4818,Blank
4819,015-00-00
4820,001-04-00
4821,048-00-00
4822,Blank
4823,018-00-00
4824,000-00-21
4825,000-00-04
4826,Blank
4827,Blank
4828,068-00-00
4829,000-00-00
4830,072-00-00
4831,000-00-18
4832,069-00-00
4833,050-00-00
4834,001-02-00
4835,032-00-00
4836,071-00-00
4837,056-00-00
4838,000-05-00
4839,033-00-00
4840,072-00-00
4841,Blank
4842,036-00-00
4843,Blank
4844,048-00-00
4845,068-00-00
4846,045-00-00
4847,090-00-00
4848,026-00-00
4849,062-00-00
4850,
4851,035-00-00
4852,000-10-00
4853,020-00-00
4854,037-00-00
4855,025-00-00
4856,044-00-00
4857,031-00-00
4858,039-00-00
4859,034-00-00
4860,019-00-00
4861,030-00-00
4862,064-00-00
4863,063-00-00
4864,000-06-00
4865,000-00-10
4866,043-00-00
4867,000-00-13
4868,000-00-05
4869,Blank
4870,000-02-00
4871,035-00-00
4872,074-00-00
4873,Blank
4874,017-00-00
4875,052-00-00
4876,025-00-00
4877,Blank
4878,008-00-00
4879,038-00-00
4880,029-00-00
4881,060-00-00
4882,Blank
4883,Blank
4884,065-00-00
4885,038-00-00
4886,018-00-00
4887,038-00-00
4888,Blank
4889,
4890,040-00-00
4891,000-00-00
4892,000-07-00
4893,002-00-00
4894,028-00-00
4895,Blank
4896,070-00-00
4897,000-00-00
4898,000-00-00
4899,Blank
4900,000-06-00
4901,048-00-00
4902,040-00-00
4903,000-00-00
4904,001-03-00
4905,Blank
4906,018-00-00
4907,035-00-00
4908,018-00-00
4909,059-06-00
4910,Blank
4911,044-00-00
4912,000-00-15
4913,018-00-00
4914,Blank
4915,022-00-00
4916,078-00-00
4917,000-00-21
4918,000-00-07
4919,000-04-00
4920,030-00-00
4921,056-00-00
4922,Blank
4923,005-00-00
4924,041-00-00
4925,001-02-00
4926,009-00-00
4927,Blank
4928,001-02-00
4929,000-03-00
4930,Blank
4931,000-00-00
4932,085-00-00
4933,043-00-00
4934,083-00-00
4935,076-00-00
4936,000-01-00
4937,000-00-08
4938,000-00-09
4939,000-00-00
4940,038-00-00
4941,024-00-00
4942,017-00-00
4943,029-00-00
4944,024-00-00
4945,000-00-00
4946,Blank
4947,001-00-00
4948,043-00-00
4949,Blank
4950,062-00-00
4951,009-00-00
4952,042-00-00
4953,006-00-00
4954,000-00-01
4955,050-00-00
4956,003-06-00
4957,059-00-00
4958,Blank
4959,000-00-00
4960,000-01-21
4961,003-07-00
4962,023-00-00
4963,040-00-00
4964,
4965,038-00-00
4966,000-00-03
4967,029-00-00
4968,060-00-00
4969,000-00-00
4970,026-00-00
4971,Blank
4972,000-00-00
4973,001-00-00
4974,075-00-00
4975,072-00-00
4976,002-00-00
4977,Blank
4978,Blank
4979,021-00-00
4980,000-00-04
4981,029-00-00
4982,067-00-00
4983,002-00-00
4984,004-00-00
4985,000-02-00
4986,040-00-00
4987,050-00-00
4988,Blank
4989,056-00-00
4990,012-00-00
4991,072-00-00
4992,000-02-00
4993,024-00-00
4994,Blank
4995,001-08-00
4996,000-00-00
4997,032-00-00
4998,000-02-14
4999,020-00-00
5000,046-00-00
5001,051-00-00
5002,000-00-00
5003,026-00-00
5004,037-00-00
5005,000-03-00
5006,024-00-00
5007,040-00-00
5008,000-09-00
5009,060-00-00
5010,001-06-00
5011,040-00-00
5012,001-03-00
5013,008-00-00
5014,Blank
5015,051-00-00
5016,000-07-00
5017,010-00-00
5018,001-07-00
5019,029-00-00
5020,016-00-00
5021,027-00-00
5022,034-00-00
5023,Blank
5024,013-06-00
5025,042-00-00
5026,025-00-00
5027,000-07-00
5028,069-00-00
5029,003-00-00
5030,032-00-00
5031,022-00-00
5032,069-00-00
5033,
5034,000-08-00
5035,023-00-00
5036,028-00-00
5037,000-05-00
5038,001-07-00
5039,000-05-00
5040,033-00-00
5041,001-08-00
5042,000-00-00
5043,Blank
5044,044-00-00
5045,000-05-00
5046,000-02-09
5047,300-00-00
5048,028-00-00
5049,003-00-00
5050,003-01-00
5051,000-00-00
5052,000-00-00
5053,000-00-00
5054,000-04-00
5055,000-04-00
5056,001-05-13
5057,076-00-00
5058,000-00-00
5059,001-02-00
5060,Blank
5061,008-00-00
5062,001-00-00
5063,000-00-10
5064,000-00-00
5065,044-00-00
5066,001-02-00
5067,035-00-00
5068,044-00-00
5069,003-06-00
5070,031-00-00
5071,067-00-00
5072,000-04-00
5073,Blank
5074,014-00-00
5075,Blank
5076,018-00-00
5077,055-00-00
5078,050-00-00
5079,004-00-00
5080,000-00-00
5081,002-01-00
5082,000-00-00
5083,065-00-00
5084,061-00-00
5085,007-00-00
5086,036-00-00
5087,000-04-00
5088,000-08-00
5089,087-00-00
5090,000-07-00
5091,Blank
5092,085-00-00
5093,000-09-00
5094,000-04-00
5095,013-00-00
5096,001-04-05
5097,001-00-00
5098,000-07-00
5099,002-00-00
5100,005-07-00
5101,050-00-00
5102,063-00-00
5103,000-09-00
5104,028-00-00
5105,Blank
5106,046-00-00
5107,060-00-00
5108,001-03-00
5109,000-00-14
5110,000-11-00
5111,002-00-00
5112,000-00-00
5113,081-07-00
5114,004-00-00
5115,016-00-00
5116,040-00-00
5117,000-00-00
5118,Blank
5119,026-00-00
5120,026-00-00
5121,040-00-00
5122,003-00-00
5123,048-00-00
5124,Blank
5125,000-05-00
5126,001-05-00
5127,002-07-00
5128,069-00-00
5129,000-02-00
5130,045-00-00
5131,046-00-00
5132,Blank
5133,012-00-00
5134,040-00-00
5135,072-00-00
5136,000-04-00
5137,000-00-00
5138,Blank
5139,021-00-00
5140,Blank
5141,065-00-00
5142,000-00-04
5143,027-00-00
5144,000-04-00
5145,025-00-00
5146,058-00-00
5147,000-04-14
5148,049-00-00
5149,000-06-06
5150,004-00-00
5151,076-00-00
5152,028-00-00
5153,000-09-00
5154,Blank
5155,000-00-07
5156,040-00-00
5157,060-00-00
5158,000-08-00
5159,050-00-00
5160,070-00-00
5161,006-00-00
5162,025-00-00
5163,000-00-14
5164,065-00-00
5165,001-03-00
5166,030-00-00
5167,Blank
5168,029-00-00
5169,023-00-00
5170,000-09-00
5171,000-00-00
5172,012-00-00
5173,002-00-00
5174,047-00-00
5175,056-00-00
5176,016-00-00
5177,Blank
5178,000-01-06
5179,Blank
5180,000-00-00
5181,000-00-01
5182,051-00-00
5183,085-00-00
5184,083-00-00
5185,000-00-00
5186,000-00-00
5187,000-00-00
5188,002-07-00
5189,Blank
5190,000-00-03
5191,045-00-00
5192,019-00-00
5193,Blank
5194,003-00-00
5195,071-00-00
5196,000-00-21
5197,045-00-00
5198,Blank
5199,028-00-00
5200,Blank
5201,001-02-00
5202,024-00-00
5203,050-00-00
5204,Blank
5205,034-00-00
5206,000-04-00
5207,026-00-00
5208,003-07-00
5209,Blank
5210,070-00-00
5211,000-00-07
5212,001-03-00
5213,Blank
5214,001-00-00
5215,058-00-00
5216,022-00-00
5217,033-00-00
5218,014-00-00
5219,Blank
5220,000-05-00
5221,000-09-00
5222,031-00-00
5223,049-00-00
5224,037-00-00
5225,000-05-00
5226,029-00-00
5227,011-00-00
5228,034-00-00
5229,074-00-00
5230,000-10-14
5231,Blank
5232,000-11-00
5233,004-00-00
5234,054-00-00
5235,000-05-00
5236,001-03-00
5237,Blank
5238,001-00-00
5239,000-07-00
5240,001-04-00
5241,005-00-00
5242,Blank
5243,077-00-00
5244,026-00-00
5245,000-00-15
5246,021-00-00
5247,024-00-00
5248,064-00-00
5249,049-00-00
5250,002-00-00
5251,080-00-00
5252,048-00-00
5253,Blank
5254,026-00-00
5255,044-00-00
5256,043-00-00
5257,000-09-00
5258,005-00-00
5259,006-00-00
5260,034-00-00
5261,000-00-15
5262,026-00-00
5263,000-02-00
5264,Blank
5265,047-00-00
5266,031-00-00
5267,001-01-00
5268,043-00-00
5269,040-00-00
5270,032-00-00
5271,023-10-00
5272,002-00-00
5273,Blank
5274,060-00-00
5275,059-00-00
5276,Blank
5277,Blank
5278,001-01-00
5279,035-00-00
5280,036-00-00
5281,055-00-00
5282,Blank
5283,036-00-00
5284,Blank
5285,000-00-00
5286,004-06-00
5287,Blank
5288,000-00-00
5289,000-02-00
5290,041-00-00
5291,042-00-00
5292,041-00-00
5293,Blank
5294,Blank
5295,000-00-02
5296,Blank
5297,022-00-00
5298,051-00-00
5299,020-00-00
5300,074-00-00
5301,045-00-00
5302,000-00-00
5303,000-03-14
5304,039-00-00
5305,000-00-08
5306,000-00-00
5307,032-00-00
5308,098-00-00
5309,000-00-00
5310,048-00-00
5311,049-00-00
5312,038-00-00
5313,001-08-00
5314,070-00-00
5315,047-00-00
5316,Blank
5317,031-00-00
5318,000-00-12
5319,000-00-00
5320,000-00-00
5321,037-00-00
5322,017-00-00
5323,025-00-00
5324,042-00-00
5325,000-01-10
5326,Blank
5327,028-00-00
5328,026-00-00
5329,Blank
5330,032-00-00
5331,000-00-02
5332,074-00-00
5333,000-02-00
5334,001-06-00
5335,Blank
5336,Blank
5337,029-00-00
5338,030-00-00
5339,030-00-00
5340,040-00-00
5341,023-00-00
5342,027-00-00
5343,032-00-00
5344,000-02-00
5345,001-02-00
5346,000-00-00
5347,035-00-00
5348,035-00-00
5349,017-00-00
5350,096-00-00
5351,Blank
5352,016-00-00
5353,001-06-00
5354,042-00-00
5355,Blank
5356,069-00-00
5357,000-06-00
5358,000-01-14
5359,000-00-00
5360,026-00-00
5361,000-00-14
5362,050-00-00
5363,049-00-00
5364,003-06-00
5365,001-06-00
5366,000-03-00
5367,000-00-00
5368,067-00-00
5369,030-00-00
5370,Blank
5371,028-00-00
5372,Blank
5373,000-00-00
5374,Blank
5375,044-00-00
5376,061-00-00
5377,001-06-00
5378,007-00-00
5379,009-00-00
5380,Blank
5381,019-00-00
5382,060-00-00
5383,018-00-00
5384,039-00-00
5385,001-06-00
5386,000-03-00
5387,011-00-00
5388,004-00-00
5389,018-00-00
5390,043-00-00
5391,000-05-00
5392,Blank
5393,045-00-00
5394,000-10-00
5395,045-00-00
5396,032-00-00
5397,047-00-00
5398,026-00-00
5399,Blank
5400,030-00-00
5401,052-00-00
5402,000-08-00
5403,029-00-00
5404,034-00-00
5405,045-00-00
5406,071-00-00
5407,045-00-00
5408,000-01-00
5409,000-06-00
5410,000-09-00
5411,001-01-00
5412,000-00-21
5413,050-00-00
5414,000-10-00
5415,080-00-00
5416,001-00-26
5417,049-00-00
5418,027-00-00
5419,000-00-00
5420,000-08-00
5421,000-00-00
5422,009-00-00
5423,014-00-00
5424,000-00-00
5425,004-00-00
5426,000-06-00
5427,000-00-00
5428,Blank
5429,000-02-00
5430,080-00-00
5431,004-00-00
5432,046-00-00
5433,000-00-00
5434,000-01-21
5435,000-00-00
5436,081-00-00
5437,000-05-00
5438,028-00-00
5439,000-04-00
5440,022-00-00
5441,000-01-21
5442,047-00-00
5443,000-00-00
5444,027-00-00
5445,000-05-18
5446,001-08-00
5447,035-00-00
5448,038-00-00
5449,000-08-00
5450,000-11-00
5451,047-00-00
5452,000-00-00
5453,040-00-00
5454,011-00-00
5455,045-00-00
5456,000-00-00
5457,000-00-00
5458,001-09-00
5459,000-00-08
5460,065-00-00
5461,000-00-01
5462,000-00-00
5463,004-00-00
5464,001-01-00
5465,030-00-00
5466,054-00-00
5467,000-00-00
5468,000-00-00
5469,065-00-00
5470,000-00-00
5471,000-09-00
5472,004-03-00
5473,065-00-00
5474,050-00-00
5475,000-00-00
5476,087-00-00
5477,000-11-00
5478,000-09-00
5479,001-06-00
5480,000-11-00
5481,001-06-00
5482,000-10-00
5483,000-04-00
5484,000-08-00
5485,000-04-00
5486,000-00-06
5487,037-00-00
5488,001-00-00
5489,050-00-00
5490,000-03-14
5491,017-00-00
5492,Blank
5493,000-01-00
5494,055-00-00
5495,018-00-00
5496,000-00-00
5497,000-00-01
5498,060-00-00
5499,077-00-00
5500,060-00-00
5501,001-05-00
5502,000-00-21
5503,000-00-01
5504,003-00-00
5505,Blank
5506,001-08-00
5507,003-00-00
5508,000-00-00
5509,001-05-00
5510,014-00-00
5511,032-00-00
5512,039-00-00
5513,038-00-00
5514,006-00-00
5515,000-02-00
5516,050-00-00
5517,000-05-00
5518,000-01-07
5519,045-00-00
5520,000-00-05
5521,002-00-00
5522,041-00-00
5523,001-06-00
5524,000-00-00
5525,000-00-00
5526,025-00-00
5527,044-00-00
5528,017-00-00
5529,Blank
5530,002-00-00
5531,022-00-00
5532,073-00-00
5533,054-00-00
5534,000-01-00
5535,071-00-00
5536,070-00-00
5537,000-00-00
5538,000-00-08
5539,002-09-00
5540,028-00-00
5541,042-00-00
5542,000-07-00
5543,003-00-00
5544,000-03-00
5545,000-00-00
5546,077-00-00
5547,Blank
5548,043-00-00
5549,007-00-00
5550,051-00-00
5551,059-00-00
5552,060-00-00
5553,000-02-00
5554,041-00-00
5555,000-00-04
5556,049-00-00
5557,041-00-00
5558,000-00-08
5559,038-00-00
5560,064-00-00
5561,046-00-00
5562,044-00-00
5563,034-00-00
5564,000-00-00
5565,022-00-00
5566,065-00-00
5567,000-00-00
5568,001-04-00
5569,045-00-00
5570,040-00-00
5571,001-07-00
5572,000-00-00
5573,000-00-21
5574,000-00-00
5575,000-03-00
5576,001-10-00
5577,044-00-00
5578,000-02-00
5579,001-00-00
5580,000-00-00
5581,050-00-00
5582,000-03-00
5583,085-00-00
5584,052-00-00
5585,089-00-00
5586,050-00-00
5587,025-00-00
5588,001-08-00
5589,Blank
5590,070-00-00
5591,Blank
5592,000-05-00
5593,Blank
5594,023-00-00
5595,Blank
5596,008-00-00
5597,000-02-00
5598,001-04-00
5599,000-00-02
5600,000-01-21
5601,067-00-00
5602,Blank
5603,058-00-00
5604,000-00-02
5605,047-00-00
5606,022-00-00
5607,000-03-00
5608,060-00-00
5609,Blank
5610,Blank
5611,000-10-00
5612,045-00-00
5613,003-02-00
5614,000-00-00
5615,053-00-00
5616,075-00-00
5617,030-00-00
5618,050-00-00
5619,028-00-00
5620,045-00-00
5621,048-00-00
5622,000-06-00
5623,000-00-00
5624,Blank
5625,Blank
5626,Blank
5627,020-00-00
5628,048-00-00
5629,000-00-00
5630,023-00-00
5631,000-00-07
5632,000-06-00
5633,062-00-00
5634,048-00-00
5635,015-00-00
5636,003-00-00
5637,000-00-10
5638,016-00-00
5639,030-00-00
5640,Blank
5641,017-00-00
5642,Blank
5643,Blank
5644,035-00-00
5645,027-00-00
5646,075-00-00
5647,027-00-00
5648,028-00-00
5649,004-06-00
5650,027-00-00
5651,035-00-00
5652,069-00-00
5653,066-00-00
5654,004-00-00
5655,000-00-06
5656,000-00-08
5657,001-04-00
5658,004-06-00
5659,000-00-00
5660,070-00-00
5661,005-00-00
5662,000-07-00
5663,030-00-00
5664,027-00-00
5665,030-00-00
5666,045-00-00
5667,030-00-00
5668,006-00-00
5669,Blank
5670,025-00-00
5671,000-09-00
5672,040-00-00
5673,012-00-00
5674,013-00-00
5675,000-00-10
5676,000-02-00
5677,050-00-00
5678,Blank
5679,033-00-00
5680,000-00-00
5681,050-00-00
5682,000-01-17
5683,030-00-00
5684,000-04-00
5685,035-00-00
5686,023-00-00
5687,050-00-00
5688,024-00-00
5689,000-06-00
5690,028-00-00
5691,065-00-00
5692,001-06-00
5693,067-00-00
5694,055-00-00
5695,031-00-00
5696,000-00-00
5697,005-00-00
5698,020-00-00
5699,059-00-00
5700,001-05-00
5701,064-00-00
5702,000-04-00
5703,025-00-00
5704,026-00-00
5705,Blank
5706,000-03-00
5707,000-05-00
5708,050-00-00
5709,010-00-00
5710,077-00-00
5711,000-00-00
5712,060-00-00
5713,050-00-00
5714,000-00-00
5715,000-03-00
5716,001-01-00
5717,000-02-00
5718,036-00-00
5719,000-01-00
5720,071-00-00
5721,Blank
5722,017-00-00
5723,038-00-00
5724,062-04-16
5725,000-00-00
5726,003-00-00
5727,000-00-14
5728,048-00-00
5729,059-00-00
5730,000-01-15
5731,040-00-00
5732,030-00-00
5733,Blank
5734,063-00-00
5735,040-00-00
5736,046-00-00
5737,047-00-00
5738,013-00-00
5739,000-01-00
5740,Blank
5741,003-00-00
5742,055-00-00
5743,000-03-00
5744,001-01-00
5745,006-00-00
5746,000-00-00
5747,076-00-00
5748,000-07-00
5749,039-00-00
5750,002-06-00
5751,042-00-00
5752,001-02-00
5753,001-03-00
5754,001-02-00
5755,001-05-00
5756,000-03-00
5757,000-10-00
5758,063-00-00
5759,000-00-11
5760,043-00-00
5761,070-00-00
5762,035-00-00
5763,003-00-00
5764,016-00-00
5765,048-00-00
5766,000-06-00
5767,000-01-03
5768,050-00-00
5769,034-00-00
5770,030-00-00
5771,001-00-15
5772,002-00-00
5773,030-00-00
5774,047-00-00
5775,047-00-00
5776,000-00-00
5777,004-00-00
5778,004-00-00
5779,034-00-00
5780,025-00-00
5781,001-00-00
5782,001-02-00
5783,000-08-00
5784,112-00-00
5785,003-00-00
5786,023-00-00
5787,022-00-00
5788,001-02-00
5789,001-06-00
5790,013-00-00
5791,000-03-00
5792,065-00-00
5793,029-00-00
5794,025-00-00
5795,001-08-00
5796,082-00-00
5797,025-00-00
5798,050-00-00
5799,001-00-00
5800,001-00-00
5801,030-00-00
5802,029-00-00
5803,035-00-00
5804,054-00-00
5805,039-00-00
5806,073-00-00
5807,052-00-00
5808,000-07-00
5809,084-00-00
5810,019-00-00
5811,019-00-00
5812,000-08-00
5813,000-00-01
5814,039-00-00
5815,026-00-00
5816,004-00-00
5817,000-00-00
5818,000-01-21
5819,000-00-07
5820,000-02-00
5821,Blank
5822,049-00-00
5823,077-00-00
5824,060-00-00
5825,048-00-00
5826,050-00-00
5827,002-00-00
5828,004-00-15
5829,070-00-00
5830,001-03-00
5831,024-00-00
5832,000-00-06
5833,024-00-00
5834,007-00-00
5835,082-00-00
5836,005-09-00
5837,067-00-00
5838,070-00-00
5839,000-01-12
5840,Blank
5841,019-00-00
5842,064-00-00
5843,050-00-00
5844,039-00-00
5845,028-00-00
5846,074-00-00
5847,075-00-00
5848,000-02-12
5849,001-02-00
5850,018-00-00
5851,Blank
5852,002-00-00
5853,003-00-00
5854,Blank
5855,002-04-15
5856,
5857,020-00-00
5858,001-06-00
5859,073-00-00
5860,Blank
5861,006-00-00
5862,058-00-00
5863,000-00-09
5864,018-00-00
5865,000-06-00
5866,056-00-00
5867,001-00-00
5868,050-00-00
5869,070-00-00
5870,045-00-00
5871,002-00-00
5872,040-00-00
5873,020-00-00
5874,074-00-00
5875,032-00-00
5876,000-01-03
5877,035-00-00
5878,085-00-00
5879,000-07-00
5880,036-00-00
5881,040-00-00
5882,065-00-00
5883,000-00-01
5884,001-00-00
5885,000-02-00
5886,Blank
5887,000-06-00
5888,021-00-00
5889,000-00-04
5890,000-00-08
5891,050-00-00
5892,035-00-00
5893,002-00-00
5894,021-00-00
5895,Blank
5896,025-00-00
5897,047-00-00
5898,040-00-00
5899,026-00-00
5900,085-00-00
5901,Blank
5902,004-00-12
5903,035-00-00
5904,099-00-00
5905,023-00-00
5906,000-00-07
5907,046-00-00
5908,005-01-03
5909,002-00-00
5910,027-00-00
5911,019-00-00
5912,000-00-05
5913,Blank
5914,080-00-00
5915,030-00-00
5916,000-00-00
5917,011-00-00
5918,004-00-00
5919,045-00-00
5920,064-00-00
5921,070-00-00
5922,003-00-00
5923,051-00-00
5924,059-00-00
5925,038-00-00
5926,087-06-00
5927,035-00-00
5928,065-00-00
5929,000-02-00
5930,056-00-00
5931,000-02-08
5932,000-02-15
5933,001-00-00
5934,000-00-14
5935,040-00-00
5936,000-00-10
5937,045-00-00
5938,Blank
5939,031-00-00
5940,000-02-00
5941,Blank
5942,038-00-00
5943,014-00-00
5944,031-00-00
5945,045-00-00
5946,026-00-00
5947,000-00-00
5948,Blank
5949,Blank
5950,000-00-06
5951,026-00-00
5952,000-02-00
5953,002-00-00
5954,064-00-00
5955,061-00-00
5956,036-08-07
5957,097-00-00
5958,028-00-00
5959,095-00-00
5960,Blank
5961,000-00-00
5962,000-03-00
5963,000-00-05
5964,110-00-00
5965,055-00-00
5966,000-00-10
5967,000-00-00
5968,046-00-00
5969,000-00-00
5970,000-01-00
5971,Blank
5972,001-02-00
5973,026-00-00
5974,Blank
5975,080-00-00
5976,023-00-00
5977,040-00-00
5978,060-00-00
5979,000-00-00
5980,070-00-00
5981,000-00-01
5982,042-00-00
5983,023-00-00
5984,004-00-00
5985,030-00-00
5986,020-00-00
5987,049-00-00
5988,059-00-00
5989,048-00-00
5990,072-00-00
5991,000-00-00
5992,026-00-00
5993,Blank
5994,000-04-00
5995,019-09-00
5996,040-00-00
5997,000-00-00
5998,059-00-00
5999,070-00-00
6000,048-00-00
6001,028-00-00
6002,015-11-00
6003,072-00-00
6004,058-00-00
6005,002-00-00
6006,002-00-00
6007,Blank
6008,027-00-00
6009,052-00-00
6010,000-02-20
6011,004-00-00
6012,Blank
6013,Blank
6014,001-06-00
6015,030-00-00
6016,000-00-00
6017,000-04-00
6018,Blank
6019,048-00-00
6020,000-00-00
6021,000-00-08
6022,078-00-00
6023,063-00-00
6024,072-00-00
6025,000-00-00
6026,000-04-00
6027,071-00-00
6028,029-00-00
6029,000-04-00
6030,000-02-00
6031,000-03-00
6032,002-00-00
6033,025-00-00
6034,042-00-00
6035,078-00-00
6036,035-00-00
6037,042-00-00
6038,000-00-00
6039,033-00-00
6040,019-00-00
6041,035-00-00
6042,083-00-00
6043,030-00-00
6044,010-00-00
6045,029-00-00
6046,009-00-00
6047,041-00-00
6048,079-00-00
6049,054-00-00
6050,078-00-00
6051,020-00-00
6052,002-08-00
6053,026-00-00
6054,069-00-00
6055,018-00-00
6056,Blank
6057,035-00-00
6058,042-00-00
6059,055-00-00
6060,037-00-00
6061,Blank
6062,035-00-00
6063,001-03-00
6064,032-00-00
6065,Blank
6066,055-00-00
6067,Blank
6068,Blank
6069,Blank
6070,004-00-00
6071,036-00-00
6072,000-00-02
6073,046-00-00
6074,026-06-00
6075,061-00-00
6076,026-00-00
6077,050-00-00
6078,030-00-00
6079,079-00-00
6080,000-00-05
6081,000-00-00
6082,066-00-00
6083,066-00-00
6084,000-00-02
6085,039-00-00
6086,Blank
6087,060-00-00
6088,000-00-00
6089,058-00-00
6090,022-00-00
6091,082-00-00
6092,050-00-00
6093,Blank
6094,000-01-06
6095,Blank
6096,000-09-00
6097,030-00-00
6098,029-00-00
6099,026-00-00
6100,000-09-00
6101,056-00-00
6102,070-00-00
6103,012-00-00
6104,011-00-00
6105,077-00-00
6106,000-07-00
6107,000-11-00
6108,015-00-00
6109,037-00-00
6110,028-00-00
6111,010-00-00
6112,093-00-00
6113,034-00-00
6114,000-00-00
6115,Blank
6116,047-00-00
6117,071-00-00
6118,026-00-00
