
"A Bockman
"A F Cook
"A M Cleveland
"A. J. Stuart
"B Coopwood
"B F Jones
"Base Hospital
"C A Smith
"C H Oliver
"C W Weber
"C. J. Fisher
"Campbell
"Cha. J. Fisher
"Chas. J. Fisher
"D. R. Wallace
"Dealie Richardson
"Degener
"Dr. Hill
"E B Strother
"E T Moore
"E.A. Cox
"F C Flaockmeyer
"F S Wilhelm
"F W Barrett
"F. Burnett
"F. Degener
"F. Purnell
"F. Tegener
"F. Tengener
"F. Teyener
"F. Tigener
"Fritz Tegener
"G Starnes
"G W Mendel
"G W Mendell
"G W Mondell
"G. A. Sturt
"G.W. Mendell
"Geo Calhoun
"Geo. Calhoun
"George P. Calhoun
"H F Sterzing
"H P Luckett
"H S Lillman
"H. F. Purnell
"H. Purnell
"J L Short
"J M Goss (Houston
"J O'Hara
"J R Jenkins
"J S Kahn
"J. A. J. Stuart
"J. A. Steward
"J. A. Stewart
"J. A. Stuart
"J. C. DeGress
"J. C. Roe
"J. Fredrick
"J. Friedrick
"J. Friedricks
"J. Neill
"J. S. Stuart
"J. Smith
"J. T. Fillmore
"J. T. Wilson
"J. W. Payne
"J.D. Moore
"J.W. McLaughlin
"J.W. Morse
"James Niell
"Jas. W. Smith
"John M Holt
"Joseph Jones
"Joseph Lee
"Kuhn
"L. D. Hill
"L. M. Crocker
"M Carter
"M M Johndon
"M M Johnson
"M R Sharp
"M. Kleabe
"M. L. Crooker
"M.J. Koch
"M.M. Johnson
"Mary Kleube
"Mary Scott
"Morris
"Mr. Grow
"N.S. Duvall
"P A Boze (Mason
"P D Burrell
"P M Ranyson
"Phil Barbour
"Purnell
"R Beal
"R J Alexander
"R J Longhern
"R W Roterson
"R. Bibb
"R. F. Campbell
"R. J. Nixon
"R. P. Campbell
"Rosenberg
"Rosenbrg
"S H Barnes
"S M Lester
"S N Richardson
"Sanders
"T J Parker
"T T Jackson
"T. H. Purnell
"T. Purnell
"T. Tegener
"Taylor
"Tho Wooten
"Tho. Bange
"Thos M Yett
"V. Rosenberg
"W E Loving
"W E McBride
"W G Wilson
"W M Schultz
"W. Gregg
"W. L. Vanhern
"Wm S Welch
"Wm von Rosenberg
"Wm. C. Woodward
"Wm. Gregg
"inquest
"v Rosenberg
"v. Rosenberg
"v. Rosenburg
"von Rosenberg
*Matthew M. Johnson
?? Bragg
?? Sterns
?????
A
A B Garcia
A C Flory
A C Oliver
A F Benerley
A F Beverley
A F Beverly
A G Gano
A G Garcia
A G Garcill
A G Heard
A Garcia
A Harrison
A J Folson
A J Herbree
A L Seals
A Neal Campbell
A. B. Gibson
A. B. Massie
A. B. Neale
A. B. Saulis
A. C. ANderson
A. C. Smith
A. Davis
A. F. Beverly
A. Fields
A. G. Garcia
A. G. Heard
A. J. A. Arbeely
A. J. A. Arteely
A. J. Burt
A. J. Morris
A. J. Sibley
A. Kirk
A. L. Carothers
A. M. Davidson
A. M. Denton
A. M. Morris
A. M. Swearingen
A. Murcia
A. N. Denton
A. R. Leake
A. R. Reynolds
A. S. Carothers
A. T. Irvine
A. W. Denton
A. Walther
A. Weller
A.A. Bailey
A.Barbers
A.D. Shaw
A.F. Beverly
A.L. Trigg (?)
A.M. Horner (spelling ?)
A.Watson
ALberto G Garcia
Aber. Kent
Afri (?) Mc Daniel
Alb G Garcia
Alb Garcia
Alb Neuman
Albert G Garcia
Albert G. Garcia
Albert Garcia
Alberta G Garcia
Alberto G
Alberto G Garcia
Alberto G. Garcia
Alberto Garcia
Allen G Heard
Allen G. Head
Allen G. Heard
Allen G. Heart
Allen Heard
Alma Krinke
Alma Kruemke
Alma Kruenke
Alma Krumeke
Annex
Army Doctor
Arthur Smith
B F Jones
B S Kirk Ceoroner
B WEller
B Weller
B. D. Linch
B. E. Hadra
B. F. Church
B. F. Jones
